%Training dataset,Shuffle number,Training epochs,Detector epochs (TD only),pcutoff,train rmse,train rmse_pcutoff,train mAP,train mAR,test rmse,test rmse_pcutoff,test mAP,test mAR
0.95,1,80,-1,0.8,2.19,2.12,99.19,99.52,3.18,3.18,99.16,99.5
