step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
75,,,,,7.816724973963574e-05,0.0403546467423439,0.0010479498887434602,0.0010479498887434602,,,,
76,,,,,8.887156582204625e-05,0.039866942912340164,0.0010411092080175877,0.0010411092080175877,,,,
77,,,,,7.403445488307625e-05,0.03992805629968643,0.0010352188255637884,0.0010352188255637884,,,,
78,,,,,8.217334834625944e-05,0.0387323796749115,0.0010093961609527469,0.0010093961609527469,,,,
79,,,,,7.86152741056867e-05,0.0382307730615139,0.0009950768435373902,0.0009950768435373902,,,,
80,4.9390277126803994e-05,0.06590620428323746,0.001672350219450891,0.001672350219450891,7.931039726827294e-05,0.03710285574197769,0.0009672266314737499,0.0009672266314737499,99.16336633663366,99.49999999999999,3.179078483581543,3.179078483581543
81,,,,,7.383173215202987e-05,0.03589516505599022,0.0009342949488200247,0.0009342949488200247,,,,
82,,,,,7.666456804145128e-05,0.03602321073412895,0.0009389125043526292,0.0009389125043526292,,,,
83,,,,,8.461539982818067e-05,0.03937128931283951,0.0010265900054946542,0.0010265900054946542,,,,
84,,,,,7.958991773193702e-05,0.036393921822309494,0.0009496429702267051,0.0009496429702267051,,,,
85,,,,,6.605494854738936e-05,0.03526449203491211,0.0009146397933363914,0.0009146397933363914,,,,
86,,,,,7.404583448078483e-05,0.03481015935540199,0.0009072768734768033,0.0009072768734768033,,,,
87,,,,,7.585027196910232e-05,0.03583706542849541,0.0009338518721051514,0.0009338518721051514,,,,
88,,,,,7.592209294671193e-05,0.03959931060671806,0.0010279437992721796,0.0010279437992721796,,,,
89,,,,,7.800262392265722e-05,0.03656459599733353,0.0009531162213534117,0.0009531162213534117,,,,
90,5.036278162151575e-05,0.060657601803541183,0.001541621400974691,0.001541621400974691,8.124854502966627e-05,0.03611013665795326,0.0009433776722289622,0.0009433776722289622,98.73762376237623,99.0,2.9815866470336916,2.9815866470336916
91,,,,,6.352231866912916e-05,0.032103512436151505,0.0008343489025719464,0.0008343489025719464,,,,
92,,,,,6.513073458336294e-05,0.02664024569094181,0.0006985715008340776,0.0006985715008340776,,,,
93,,,,,6.189732084749267e-05,0.027571607381105423,0.0007202388369478285,0.0007202388369478285,,,,
94,,,,,6.15612807450816e-05,0.02782290056347847,0.0007263531442731619,0.0007263531442731619,,,,
95,,,,,6.117785960668698e-05,0.02480810321867466,0.0006507915095426142,0.0006507915095426142,,,,
96,,,,,5.525126834982075e-05,0.025159019976854324,0.0006566010997630656,0.0006566010997630656,,,,
97,,,,,5.804025931865908e-05,0.02736108936369419,0.0007130472804419696,0.0007130472804419696,,,,
98,,,,,6.103470877860673e-05,0.02849087119102478,0.0007427890668623149,0.0007427890668623149,,,,
99,,,,,5.492635318660177e-05,0.02433026395738125,0.000635719858109951,0.000635719858109951,,,,
100,4.874604564975016e-05,0.05667758733034134,0.0014413126045837998,0.0014413126045837998,5.958648762316443e-05,0.02595609240233898,0.0006786957383155823,0.0006786957383155823,98.54785478547855,99.0,2.8310638427734376,2.8310638427734376
101,,,,,5.861740646651015e-05,0.02641686238348484,0.0006897302810102701,0.0006897302810102701,,,,
102,,,,,5.7381617807550356e-05,0.02682366594672203,0.0006992825074121356,0.0006992825074121356,,,,
103,,,,,5.675484862877056e-05,0.02500138059258461,0.0006534119602292776,0.0006534119602292776,,,,
104,,,,,5.872570545761846e-05,0.025734979659318924,0.000672737427521497,0.000672737427521497,,,,
105,,,,,5.390448131947778e-05,0.02343379519879818,0.0006127972155809402,0.0006127972155809402,,,,
106,,,,,4.991231253370643e-05,0.023662785068154335,0.0006165257655084133,0.0006165257655084133,,,,
107,,,,,5.463766501634382e-05,0.02553868107497692,0.0006657858029939234,0.0006657858029939234,,,,
108,,,,,5.630034866044298e-05,0.024268774315714836,0.000634869618806988,0.000634869618806988,,,,
109,,,,,5.598626739811152e-05,0.025212561711668968,0.0006583071663044393,0.0006583071663044393,,,,
110,5.315145244821906e-05,0.05698862671852112,0.0014512913767248392,0.0014512913767248392,5.070077895652503e-05,0.023255424574017525,0.0006067360518500209,0.0006067360518500209,98.76787678767876,99.0,2.7646949768066404,2.7646949768066404
111,,,,,5.230990063864738e-05,0.02300190180540085,0.0006012024823576212,0.0006012024823576212,,,,
112,,,,,5.32273443241138e-05,0.024329492822289467,0.0006348510505631566,0.0006348510505631566,,,,
113,,,,,4.737874769489281e-05,0.022410621866583824,0.0005839549703523517,0.0005839549703523517,,,,
114,,,,,5.7117977121379226e-05,0.025488916784524918,0.0006657819030806422,0.0006657819030806422,,,,
115,,,,,5.0811962864827365e-05,0.023062819615006447,0.0006019765278324485,0.0006019765278324485,,,,
116,,,,,5.262802369543351e-05,0.02158866822719574,0.0005660306778736413,0.0005660306778736413,,,,
117,,,,,5.706846422981471e-05,0.023544134572148323,0.0006171375862322748,0.0006171375862322748,,,,
118,,,,,5.075720764580183e-05,0.021790890023112297,0.000570150907151401,0.000570150907151401,,,,
119,,,,,4.4976171921007335e-05,0.020513541996479034,0.0005353266606107354,0.0005353266606107354,,,,
120,5.2114173740847036e-05,0.05815358832478523,0.0014798969496041536,0.0014798969496041536,4.882529901806265e-05,0.022676153108477592,0.0005913164932280779,0.0005913164932280779,98.67656765676568,99.0,2.838105392456055,2.838105392456055
121,,,,,5.211144161876291e-05,0.023313969373703003,0.0006089049275033176,0.0006089049275033176,,,,
122,,,,,4.7340225137304515e-05,0.021058740094304085,0.0005501385312527418,0.0005501385312527418,,,,
123,,,,,4.952644667355344e-05,0.02170056663453579,0.0005672773695550859,0.0005672773695550859,,,,
124,,,,,5.058307579020038e-05,0.02083079144358635,0.0005460613174363971,0.0005460613174363971,,,,
125,,,,,5.24964343640022e-05,0.022696003317832947,0.0005936482921242714,0.0005936482921242714,,,,
126,,,,,5.179618892725557e-05,0.021896935999393463,0.0005733215948566794,0.0005733215948566794,,,,
127,,,,,5.2672596211778e-05,0.021751072257757187,0.0005701131303794682,0.0005701131303794682,,,,
128,,,,,4.7451656428165734e-05,0.021258465945720673,0.0005551874055527151,0.0005551874055527151,,,,
129,,,,,5.239293386694044e-05,0.02204110100865364,0.000577224011067301,0.000577224011067301,,,,
130,5.46016963198781e-05,0.057077668607234955,0.001454242505133152,0.001454242505133152,4.9195110477739945e-05,0.021257048472762108,0.0005560238496400416,0.0005560238496400416,98.70957095709572,99.0,2.8057134628295897,2.8057134628295897
131,,,,,4.598666782840155e-05,0.021077578887343407,0.0005499327671714127,0.0005499327671714127,,,,
132,,,,,5.309479820425622e-05,0.020496198907494545,0.0005389523576013744,0.0005389523576013744,,,,
133,,,,,3.9941522118169814e-05,0.02023603580892086,0.0005258716410025954,0.0005258716410025954,,,,
134,,,,,4.5143104216549546e-05,0.0213003009557724,0.000555079139303416,0.000555079139303416,,,,
135,,,,,4.7318135329987854e-05,0.019514890387654305,0.0005115314270369709,0.0005115314270369709,,,,
136,,,,,5.419236185844056e-05,0.021363014355301857,0.0005611715605482459,0.0005611715605482459,,,,
137,,,,,4.846762021770701e-05,0.024960946291685104,0.0006482574972324073,0.0006482574972324073,,,,
138,,,,,5.085019438411109e-05,0.020143017172813416,0.000529000535607338,0.000529000535607338,,,,
139,,,,,5.267402593744919e-05,0.022193294018507004,0.0005811693263240159,0.0005811693263240159,,,,
140,5.493890057550743e-05,0.057177383452653885,0.0014569039922207594,0.0014569039922207594,5.006858555134386e-05,0.021890487521886826,0.0005722964415326715,0.0005722964415326715,98.70704717530577,99.0,2.801305961608887,2.801305961608887
141,,,,,5.013974805478938e-05,0.020714327692985535,0.000542928057257086,0.000542928057257086,,,,
142,,,,,5.0329341320320964e-05,0.022520197555422783,0.000588169670663774,0.000588169670663774,,,,
143,,,,,5.450739627121948e-05,0.02265339531004429,0.0005935885710641742,0.0005935885710641742,,,,
144,,,,,5.4220316087594256e-05,0.021327784284949303,0.0005603047902695835,0.0005603047902695835,,,,
145,,,,,4.6004235628060997e-05,0.019138172268867493,0.0005014564376324415,0.0005014564376324415,,,,
146,,,,,4.6601042413385585e-05,0.02033059112727642,0.0005315653397701681,0.0005315653397701681,,,,
147,,,,,4.8368114221375436e-05,0.02074272744357586,0.0005427521537058055,0.0005427521537058055,,,,
148,,,,,4.416336741996929e-05,0.020362136885523796,0.0005311351851560175,0.0005311351851560175,,,,
149,,,,,4.676243042922579e-05,0.01959979347884655,0.0005133760278113186,0.0005133760278113186,,,,
150,5.501417399500497e-05,0.05720023065805435,0.0014575128443539143,0.0014575128443539143,4.983473991160281e-05,0.020621297881007195,0.0005404498660936952,0.0005404498660936952,98.82288228822883,99.0,2.797782135009766,2.797782135009766
151,,,,,4.730800719698891e-05,0.019290165975689888,0.0005059082177467644,0.0005059082177467644,,,,
152,,,,,4.617345621227287e-05,0.02185913547873497,0.0005695651052519679,0.0005695651052519679,,,,
153,,,,,4.6942699555074796e-05,0.020173607394099236,0.0005278115859255195,0.0005278115859255195,,,,
154,,,,,5.238828816800378e-05,0.020881393924355507,0.0005482290289364755,0.0005482290289364755,,,,
155,,,,,5.24119968758896e-05,0.02063104324042797,0.0005419821245595813,0.0005419821245595813,,,,
156,,,,,5.124435847392306e-05,0.021563522517681122,0.0005647102370858192,0.0005647102370858192,,,,
157,,,,,4.745929254568182e-05,0.02044573239982128,0.0005348730483092368,0.0005348730483092368,,,,
158,,,,,5.188537761569023e-05,0.01885075494647026,0.000497211585752666,0.000497211585752666,,,,
159,,,,,4.7062836529221386e-05,0.01894937828183174,0.0004972659517079592,0.0004972659517079592,,,,
160,5.4663898481521755e-05,0.056790269911289215,0.0014470887836068869,0.0014470887836068869,4.5902201236458495e-05,0.019833939149975777,0.0005187995848245919,0.0005187995848245919,98.70668316831683,99.0,2.779996871948242,2.779996871948242
161,,,,,4.716901094070636e-05,0.021237509325146675,0.0005545222666114569,0.0005545222666114569,,,,
162,,,,,4.501735384110361e-05,0.01957004703581333,0.0005117598338983953,0.0005117598338983953,,,,
163,,,,,5.4905111028347164e-05,0.021593114361166954,0.0005672803963534534,0.0005672803963534534,,,,
164,,,,,5.082078496343456e-05,0.02109731175005436,0.000552843208424747,0.000552843208424747,,,,
165,,,,,5.30684701516293e-05,0.019821543246507645,0.0005220728344283998,0.0005220728344283998,,,,
166,,,,,4.783985423273407e-05,0.020573021844029427,0.0005382455419749022,0.0005382455419749022,,,,
167,,,,,5.218626756686717e-05,0.021975012496113777,0.0005754684680141509,0.0005754684680141509,,,,
168,,,,,4.645691660698503e-05,0.020337777212262154,0.0005316729075275362,0.0005316729075275362,,,,
169,,,,,4.349921800894663e-05,0.01856815814971924,0.00048595358384773135,0.00048595358384773135,,,,
170,5.3765550546813756e-05,0.05713217332959175,0.0014551873318850994,0.0014551873318850994,4.882728535449132e-05,0.021822581067681313,0.0005699782050214708,0.0005699782050214708,98.7361677344205,99.0,2.834353446960449,2.834353446960449
171,,,,,4.26045990025159e-05,0.019249210134148598,0.0005025325226597488,0.0005025325226597488,,,,
172,,,,,4.59186703665182e-05,0.01889018900692463,0.0004952140734530985,0.0004952140734530985,,,,
173,,,,,4.9872596719069406e-05,0.0197807215154171,0.0005194543045945466,0.0005194543045945466,,,,
174,,,,,4.778714355779812e-05,0.020101288333535194,0.0005264257779344916,0.0005264257779344916,,,,
175,,,,,4.806176366400905e-05,0.02030501514673233,0.0005316562601365149,0.0005316562601365149,,,,
176,,,,,4.927565896650776e-05,0.020101385191082954,0.0005271724658086896,0.0005271724658086896,,,,
177,,,,,4.647826062864624e-05,0.02098596654832363,0.0005478882812894881,0.0005478882812894881,,,,
178,,,,,5.215722922002897e-05,0.02159913256764412,0.0005660569295287132,0.0005660569295287132,,,,
179,,,,,4.550354424281977e-05,0.02091924101114273,0.0005457327933982015,0.0005457327933982015,,,,
180,5.426945790532045e-05,0.05700218677520752,0.0014521892881020904,0.0014521892881020904,4.704010643763468e-05,0.019042998552322388,0.0004995950148440897,0.0004995950148440897,98.70668316831683,99.0,2.814366912841797,2.814366912841797
181,,,,,4.792869367520325e-05,0.019702434539794922,0.00051652523688972,0.00051652523688972,,,,
182,,,,,4.399532554089092e-05,0.019948747009038925,0.0005207163630984724,0.0005207163630984724,,,,
183,,,,,4.804761192644946e-05,0.02173120155930519,0.0005673038540408015,0.0005673038540408015,,,,
184,,,,,4.3107938836328685e-05,0.019598092883825302,0.0005115063395351171,0.0005115063395351171,,,,
185,,,,,5.066208177595399e-05,0.019354727119207382,0.000509199220687151,0.000509199220687151,,,,
186,,,,,4.652926145354286e-05,0.021234769374132156,0.0005541339050978422,0.0005541339050978422,,,,
187,,,,,4.563289985526353e-05,0.01998451165854931,0.000522429239936173,0.000522429239936173,,,,
188,,,,,4.6857527195243165e-05,0.020258793607354164,0.0005298986216075718,0.0005298986216075718,,,,
189,,,,,5.000496457796544e-05,0.020129647105932236,0.0005282436613924801,0.0005282436613924801,,,,
190,5.501200939761475e-05,0.05808679386973381,0.0014796758769080043,0.0014796758769080043,4.763696051668376e-05,0.01956915482878685,0.0005130473873578012,0.0005130473873578012,98.79537953795379,99.0,2.845181465148926,2.845181465148926
191,,,,,4.3968546378891915e-05,0.02103366330265999,0.0005478258244693279,0.0005478258244693279,,,,
192,,,,,4.9175396270584315e-05,0.021195705980062485,0.0005544803570955992,0.0005544803570955992,,,,
193,,,,,4.761873060488142e-05,0.020661791786551476,0.0005403542309068143,0.0005403542309068143,,,,
194,,,,,5.0601662223925814e-05,0.02051186002790928,0.0005380973452702165,0.0005380973452702165,,,,
195,,,,,5.0227965402882546e-05,0.0202498622238636,0.0005313605070114136,0.0005313605070114136,,,,
196,,,,,4.6174511226126924e-05,0.021044155582785606,0.0005491911433637142,0.0005491911433637142,,,,
197,,,,,4.9346519517712295e-05,0.019878143444657326,0.0005216269055381417,0.0005216269055381417,,,,
198,,,,,4.926725523546338e-05,0.020178785547614098,0.0005291032721288502,0.0005291032721288502,,,,
199,,,,,5.072445492260158e-05,0.02051321603357792,0.0005381926312111318,0.0005381926312111318,,,,
200,5.470394535223022e-05,0.05692658945918083,0.0014505167491734028,0.0014505167491734028,5.088329271529801e-05,0.020264115184545517,0.0005320445052348077,0.0005320445052348077,98.77540385617509,99.0,2.8222814559936524,2.8222814559936524
201,,,,,5.2273739129304886e-05,0.021119868382811546,0.0005541336140595376,0.0005541336140595376,,,,
202,,,,,4.602685658028349e-05,0.01943170465528965,0.0005088060279376805,0.0005088060279376805,,,,
203,,,,,5.465831782203168e-05,0.021684732288122177,0.0005694475257769227,0.0005694475257769227,,,,
204,,,,,5.0851940613938496e-05,0.020839300006628036,0.0005464084097184241,0.0005464084097184241,,,,
205,,,,,5.498913014889695e-05,0.024180825799703598,0.0006320152315311134,0.0006320152315311134,,,,
206,,,,,4.8104549932759255e-05,0.020992456004023552,0.000548863725271076,0.000548863725271076,,,,
207,,,,,4.425219231052324e-05,0.019075950607657433,0.0004990248125977814,0.0004990248125977814,,,,
208,,,,,4.750848893309012e-05,0.02010873332619667,0.000526472635101527,0.000526472635101527,,,,
209,,,,,4.6471861423924565e-05,0.021062947809696198,0.0005498096579685807,0.0005498096579685807,,,,
210,5.417579086497426e-05,0.056646786630153656,0.0014432575553655624,0.0014432575553655624,5.279148172121495e-05,0.020627832040190697,0.0005420915549620986,0.0005420915549620986,98.80145909327774,99.0,2.8108081817626953,2.8108081817626953
211,,,,,4.9397331167710945e-05,0.020244378596544266,0.0005308081163093448,0.0005308081163093448,,,,
212,,,,,5.8156940212938935e-05,0.022723451256752014,0.0005971647915430367,0.0005971647915430367,,,,
213,,,,,4.2384206608403474e-05,0.018607066944241524,0.0004863687790930271,0.0004863687790930271,,,,
214,,,,,5.0375459977658466e-05,0.020302455872297287,0.0005327491671778262,0.0005327491671778262,,,,
215,,,,,5.1821501983795315e-05,0.020972909405827522,0.0005502334679476917,0.0005502334679476917,,,,
216,,,,,5.406154741649516e-05,0.020925693213939667,0.0005501731648109853,0.0005501731648109853,,,,
217,,,,,4.5901022531325e-05,0.01821235567331314,0.0004782593750860542,0.0004782593750860542,,,,
218,,,,,4.4817956222686917e-05,0.020619964227080345,0.000537907995749265,0.000537907995749265,,,,
219,,,,,4.805032585863955e-05,0.01900237239897251,0.0004990844754502177,0.0004990844754502177,,,,
220,5.301485725794919e-05,0.0570550337433815,0.0014528831234201789,0.0014528831234201789,4.5032174966763705e-05,0.01846097968518734,0.00048404058907181025,0.00048404058907181025,98.80145909327774,99.0,2.8070974349975586,2.8070974349975586
221,,,,,4.8605972551740706e-05,0.020343126729130745,0.0005328812403604388,0.0005328812403604388,,,,
222,,,,,4.295547478250228e-05,0.020948316901922226,0.0005451856413856149,0.0005451856413856149,,,,
223,,,,,4.8899408284341916e-05,0.020371312275528908,0.0005337325274012983,0.0005337325274012983,,,,
224,,,,,4.5617973228218034e-05,0.0198762696236372,0.0005197157151997089,0.0005197157151997089,,,,
225,,,,,4.827988595934585e-05,0.020252417773008347,0.0005304503720253706,0.0005304503720253706,,,,
226,,,,,4.668398469220847e-05,0.019441697746515274,0.0005093844374641776,0.0005093844374641776,,,,
227,,,,,4.591623292071745e-05,0.019866665825247765,0.0005196247948333621,0.0005196247948333621,,,,
228,,,,,4.561834430205636e-05,0.019178736954927444,0.0005022775148972869,0.0005022775148972869,,,,
229,,,,,5.0642142014112324e-05,0.022821743041276932,0.0005958647234365344,0.0005958647234365344,,,,
230,5.241853796178475e-05,0.05660111829638481,0.0014412374002858996,0.0014412374002858996,4.76157947559841e-05,0.018648257479071617,0.0004900143248960376,0.0004900143248960376,98.82751433038041,99.0,2.804203414916992,2.804203414916992
231,,,,,4.120653829886578e-05,0.018534136936068535,0.000483956653624773,0.000483956653624773,,,,
232,,,,,4.971697126165964e-05,0.020632807165384293,0.0005406787386164069,0.0005406787386164069,,,,
233,,,,,4.534496838459745e-05,0.020461833104491234,0.0005342183285392821,0.0005342183285392821,,,,
234,,,,,4.626808731700294e-05,0.01875215955078602,0.0004919380298815668,0.0004919380298815668,,,,
235,,,,,4.946142144035548e-05,0.020641885697841644,0.0005407778662629426,0.0005407778662629426,,,,
236,,,,,4.344270200817846e-05,0.019252736121416092,0.0005030396860092878,0.0005030396860092878,,,,
237,,,,,4.940847429679707e-05,0.020215267315506935,0.0005300858174450696,0.0005300858174450696,,,,
238,,,,,4.5734581362921745e-05,0.019933242350816727,0.0005211983225308359,0.0005211983225308359,,,,
239,,,,,4.6626086259493604e-05,0.019268307834863663,0.0005050206673331559,0.0005050206673331559,,,,
240,5.271421468933113e-05,0.05688920617103577,0.0014485872816294432,0.0014485872816294432,4.8207388317678124e-05,0.018889067694544792,0.0004963303217664361,0.0004963303217664361,98.82751433038041,99.0,2.8172183990478517,2.8172183990478517
241,,,,,4.9527010560268536e-05,0.019778139889240265,0.0005192169337533414,0.0005192169337533414,,,,
242,,,,,4.822874325327575e-05,0.019592097029089928,0.0005139167769812047,0.0005139167769812047,,,,
243,,,,,4.516730768955313e-05,0.01990899257361889,0.0005203084438107908,0.0005203084438107908,,,,
244,,,,,4.202571290079504e-05,0.017966927960515022,0.0004701859725173563,0.0004701859725173563,,,,
245,,,,,4.51419000455644e-05,0.020177055150270462,0.000526997318957001,0.000526997318957001,,,,
