step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_pcutoff
246,,,,,4.52513741038274e-05,0.020872188732028008,0.0005444303969852626,0.0005444303969852626,,,,
247,,,,,4.4455297029344365e-05,0.01880047470331192,0.0004922394291497767,0.0004922394291497767,,,,
248,,,,,4.150372842559591e-05,0.019370852038264275,0.0005050231702625751,0.0005050231702625751,,,,
249,,,,,5.000589953851886e-05,0.019388465210795403,0.0005097145331092179,0.0005097145331092179,,,,
250,5.202485408517532e-05,0.056967295706272125,0.0014501947443932295,0.0014501947443932295,4.874814840150066e-05,0.018791792914271355,0.0004941690131090581,0.0004941690131090581,98.85356956748306,99.0,2.825329399108887,2.825329399108887
251,,,,,4.578693915391341e-05,0.018999435007572174,0.0004978793440386653,0.0004978793440386653,,,,
252,,,,,3.956265209126286e-05,0.018700864166021347,0.0004873028374277055,0.0004873028374277055,,,,
253,,,,,4.889695628662594e-05,0.019921278581023216,0.0005224805790930986,0.0005224805790930986,,,,
254,,,,,5.042551856604405e-05,0.020589768886566162,0.0005399569636210799,0.0005399569636210799,,,,
255,,,,,4.1542487451806664e-05,0.018435586243867874,0.00048166088527068496,0.00048166088527068496,,,,
256,,,,,5.452293771668337e-05,0.02094004489481449,0.000550762633793056,0.000550762633793056,,,,
257,,,,,4.9723992560757324e-05,0.02003086544573307,0.0005256335716694593,0.0005256335716694593,,,,
258,,,,,4.659248952521011e-05,0.018430907279253006,0.0004840689362026751,0.0004840689362026751,,,,
259,,,,,4.658729812945239e-05,0.018796969205141068,0.0004932178999297321,0.0004932178999297321,,,,
260,5.143308226251975e-05,0.05772325396537781,0.0014687979128211737,0.0014687979128211737,4.042900400236249e-05,0.01859200932085514,0.0004850146942771971,0.0004850146942771971,98.74934861907244,99.0,2.8269777297973633,2.8269777297973633
261,,,,,4.760517185786739e-05,0.020662490278482437,0.0005403649411164224,0.0005403649411164224,,,,
262,,,,,4.57171154266689e-05,0.019652968272566795,0.0005141827277839184,0.0005141827277839184,,,,
263,,,,,4.736745177069679e-05,0.01973547786474228,0.0005170706426724792,0.0005170706426724792,,,,
264,,,,,4.1748247895156965e-05,0.0182883832603693,0.0004780837334692478,0.0004780837334692478,,,,
265,,,,,4.489216735237278e-05,0.01804099604487419,0.00047347103827632964,0.00047347103827632964,,,,
266,,,,,4.458199691725895e-05,0.018901320174336433,0.0004948239657096565,0.0004948239657096565,,,,
267,,,,,4.692400761996396e-05,0.018782487139105797,0.0004930241848342121,0.0004930241848342121,,,,
268,,,,,4.26332771894522e-05,0.019861899316310883,0.0005178641295060515,0.0005178641295060515,,,,
269,,,,,4.770253144670278e-05,0.018792809918522835,0.0004936715122312307,0.0004936715122312307,,,,
270,5.203103137318976e-05,0.05767822265625,0.0014679712476208806,0.0014679712476208806,4.465180609258823e-05,0.018775543197989464,0.0004917143960483372,0.0004917143960483372,98.69723814486711,99.0,2.8166168212890623,2.8166168212890623
271,,,,,4.741451994050294e-05,0.01936112716794014,0.00050773547263816,0.00050773547263816,,,,
272,,,,,4.617108061211184e-05,0.02000732347369194,0.0005232685944065452,0.0005232685944065452,,,,
273,,,,,4.7967812861315906e-05,0.01958642154932022,0.0005136445397511125,0.0005136445397511125,,,,
274,,,,,4.5816690544597805e-05,0.019541654735803604,0.0005114497616887093,0.0005114497616887093,,,,
275,,,,,4.6882996684871614e-05,0.018999557942152023,0.0004984303959645331,0.0004984303959645331,,,,
276,,,,,4.22066223109141e-05,0.019163988530635834,0.0005002029938623309,0.0005002029938623309,,,,
277,,,,,4.4876574975205585e-05,0.019128674641251564,0.0005006552091799676,0.0005006552091799676,,,,
278,,,,,4.964379331795499e-05,0.019297488033771515,0.0005072590429335833,0.0005072590429335833,,,,
279,,,,,4.709636414190754e-05,0.02013356052339077,0.0005268872482702136,0.0005268872482702136,,,,
280,5.262052218313329e-05,0.057159148156642914,0.0014552889624610543,0.0014552889624610543,4.633524076780304e-05,0.02014649100601673,0.0005268299137242138,0.0005268299137242138,98.74037403740374,99.0,2.8068222045898437,2.8068222045898437
281,,,,,4.248997720424086e-05,0.016425548121333122,0.0004318836727179587,0.0004318836727179587,,,,
282,,,,,4.540108784567565e-05,0.018202027305960655,0.0004777512513101101,0.0004777512513101101,,,,
283,,,,,4.6146087697707117e-05,0.020451977849006653,0.0005343725788407028,0.0005343725788407028,,,,
284,,,,,4.697935946751386e-05,0.019421741366386414,0.0005090332706458867,0.0005090332706458867,,,,
285,,,,,4.563558832160197e-05,0.020117729902267456,0.0005257611046545208,0.0005257611046545208,,,,
286,,,,,4.427374369697645e-05,0.020747901871800423,0.0005408345023170114,0.0005408345023170114,,,,
287,,,,,4.378843368613161e-05,0.019575797021389008,0.000511289166752249,0.000511289166752249,,,,
288,,,,,4.599540261551738e-05,0.01957826502621174,0.0005124543677084148,0.0005124543677084148,,,,
289,,,,,4.077085031894967e-05,0.018280062824487686,0.000477387075079605,0.000477387075079605,,,,
290,5.36921143066138e-05,0.057629603892564774,0.001467586145736277,0.001467586145736277,4.547407297650352e-05,0.019279975444078445,0.0005047364393249154,0.0005047364393249154,98.67986798679868,99.0,2.832245635986328,2.832245635986328
291,,,,,4.322402674006298e-05,0.018294349312782288,0.00047897076001390815,0.00047897076001390815,,,,
292,,,,,4.332745083956979e-05,0.016502493992447853,0.00043422606540843844,0.00043422606540843844,,,,
293,,,,,4.396046278998256e-05,0.020351380109786987,0.0005307647516019642,0.0005307647516019642,,,,
294,,,,,4.5578668505186215e-05,0.018297892063856125,0.0004802366893272847,0.0004802366893272847,,,,
295,,,,,4.2321586079197004e-05,0.01920872926712036,0.0005013790214434266,0.0005013790214434266,,,,
296,,,,,4.410457404446788e-05,0.017991067841649055,0.00047182897105813026,0.00047182897105813026,,,,
297,,,,,4.519390859059058e-05,0.018954047933220863,0.0004964483086951077,0.0004964483086951077,,,,
298,,,,,4.7155477659543976e-05,0.017739390954375267,0.00046706246212124825,0.00046706246212124825,,,,
299,,,,,4.818066008738242e-05,0.018708238378167152,0.0004917961778119206,0.0004917961778119206,,,,
300,5.2330731705296785e-05,0.057659100741147995,0.0014676429564133286,0.0014676429564133286,4.509250356932171e-05,0.019067198038101196,0.000499226211104542,0.000499226211104542,98.85038503850384,99.0,2.831086349487305,2.831086349487305
301,,,,,4.824593634111807e-05,0.020653774961829185,0.0005404672701843083,0.0005404672701843083,,,,
302,,,,,5.377067645895295e-05,0.020189547911286354,0.0005316240130923688,0.0005316240130923688,,,,
303,,,,,4.541379530564882e-05,0.020743368193507195,0.0005412910832092166,0.0005412910832092166,,,,
304,,,,,4.4537744543049484e-05,0.020040107890963554,0.0005232716794125736,0.0005232716794125736,,,,
305,,,,,4.5120075810700655e-05,0.018038731068372726,0.0004735284310299903,0.0004735284310299903,,,,
306,,,,,4.9525711801834404e-05,0.020340343937277794,0.0005332714063115418,0.0005332714063115418,,,,
307,,,,,4.456373062566854e-05,0.020396355539560318,0.0005321906646713614,0.0005321906646713614,,,,
308,,,,,4.4679982238449156e-05,0.019061535596847534,0.000498878420330584,0.000498878420330584,,,,
309,,,,,4.539358269539662e-05,0.02033529058098793,0.0005310791311785579,0.0005310791311785579,,,,
310,5.140082066645846e-05,0.05703558772802353,0.0014515903312712908,0.0014515903312712908,4.490385254030116e-05,0.018634960055351257,0.0004883259534835815,0.0004883259534835815,98.85038503850384,99.0,2.8050205230712892,2.8050205230712892
311,,,,,4.1257342672906816e-05,0.019225578755140305,0.0005012681940570474,0.0005012681940570474,,,,
312,,,,,4.0294675272889435e-05,0.017491590231657028,0.00045743712689727545,0.00045743712689727545,,,,
313,,,,,4.5811575546395034e-05,0.017637379467487335,0.00046384026063606143,0.00046384026063606143,,,,
314,,,,,4.940349390381016e-05,0.020431943237781525,0.0005355002940632403,0.0005355002940632403,,,,
315,,,,,4.877472383668646e-05,0.018498800694942474,0.0004868572868872434,0.0004868572868872434,,,,
316,,,,,4.344822809798643e-05,0.018648073077201843,0.0004879259504377842,0.0004879259504377842,,,,
317,,,,,4.400007310323417e-05,0.017948832362890244,0.00047072081360965967,0.00047072081360965967,,,,
318,,,,,4.379920937935822e-05,0.019997447729110718,0.0005218358128331602,0.0005218358128331602,,,,
319,,,,,4.402538252179511e-05,0.017862992361187935,0.00046858747373335063,0.00046858747373335063,,,,
320,5.1827355491695926e-05,0.05747088044881821,0.001462685875594616,0.001462685875594616,4.249997073202394e-05,0.01764688268303871,0.00046242211828939617,0.00046242211828939617,98.80145909327774,99.0,2.823771286010742,2.823771286010742
