scorer,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
5369,800.0469,811.268,0.87505543,814.2025,839.8443,1.0,834.4654,816.11523,1.0,816.80316,859.10815,1.0,846.8108,818.54095,0.8884285,847.28424,853.59143,1.0,845.50244,884.3121,0.88606197,745.5648,889.0877,1.0
5370,800.09515,811.9653,0.87718064,812.88916,840.3672,1.0,833.96893,818.1422,1.0,816.9672,860.6515,1.0,846.38556,820.07983,0.9308544,848.33887,853.99457,1.0,846.1154,884.85016,0.7503197,745.4413,888.96436,1.0
5371,800.0174,813.33295,0.8680128,812.946,840.56995,1.0,834.08575,818.2477,1.0,816.9211,860.6772,1.0,846.26215,820.0725,0.93682176,847.9561,853.8168,1.0,846.5699,884.01074,0.8351129,745.35547,888.71375,1.0
5372,799.9344,813.56384,0.8616134,812.9938,840.5479,1.0,834.06146,818.2866,1.0,816.8983,860.6584,1.0,846.2875,820.064,0.9352048,848.0446,853.9036,1.0,846.6556,883.9741,0.8370681,745.29315,888.6936,1.0
5373,799.8306,812.8348,0.8811799,812.99786,840.6345,1.0,834.1366,818.198,1.0,816.9042,860.6465,1.0,846.40576,820.19025,0.9317562,848.01715,853.97455,1.0,846.67554,883.94257,0.8398698,744.85474,888.29834,1.0
5374,799.88684,812.73364,0.8903266,812.9452,840.58374,1.0,834.13074,817.97784,1.0,816.89636,860.61725,1.0,846.4435,819.8042,0.9275261,847.9301,853.89307,1.0,846.5698,883.9343,0.8469495,744.69696,888.27765,1.0
5375,799.1749,813.8567,0.9063657,814.31573,840.8008,1.0,835.18994,817.0112,1.0,816.88745,859.7247,1.0,847.3918,817.61755,0.9085953,847.69037,853.32776,1.0,846.816,882.059,0.8199073,745.7016,889.34955,1.0
5376,799.0716,813.932,0.90021807,814.3446,840.88116,1.0,835.17535,817.1032,1.0,816.8672,859.64856,1.0,847.33594,817.676,0.90236044,847.6655,853.41254,1.0,846.7633,882.07587,0.82267857,745.5933,889.2335,1.0
5377,799.18134,814.03186,0.9013308,814.30914,840.8917,1.0,835.2422,817.09894,1.0,817.04315,859.87775,1.0,847.46893,817.6198,0.9054313,847.8088,853.2951,1.0,846.95197,882.2954,0.8273135,745.2384,888.80396,1.0
5378,799.21967,813.84607,0.9134182,813.7057,840.7395,1.0,835.06323,817.2605,1.0,816.81433,860.05975,1.0,847.1921,818.0278,0.9127478,847.5734,853.4648,1.0,846.66876,882.8739,0.8096483,745.5468,888.87646,1.0
5379,798.3536,814.66376,0.91071326,813.7826,840.72845,1.0,835.07166,817.1776,1.0,816.7867,860.1065,1.0,847.0338,818.2482,0.9135922,847.61487,853.5307,1.0,846.6088,882.8591,0.81419444,745.9081,889.67194,1.0
5380,799.43884,814.30566,0.8615913,813.76385,840.764,1.0,834.6946,816.83154,1.0,817.1588,861.2519,1.0,846.4799,819.21796,0.90981805,847.83636,853.72076,1.0,845.29236,884.11346,0.6508942,745.7448,889.2367,1.0
5381,799.80176,813.48645,0.84800076,813.6758,840.6553,1.0,834.6555,816.7939,1.0,817.0258,860.91785,1.0,846.57886,819.5128,0.91384125,847.81,853.8592,1.0,846.1155,883.697,0.72832584,745.5621,889.2612,1.0
5382,799.75836,812.3362,0.90352905,813.29,840.0612,1.0,834.5027,816.7395,1.0,816.68036,859.4911,1.0,846.43396,819.47675,0.92549074,847.70984,853.6197,1.0,845.1443,882.3486,0.7856976,745.4028,888.9645,1.0
5383,799.3444,812.7541,0.9083823,813.33966,840.03186,1.0,834.28485,816.62415,1.0,816.7798,859.6738,1.0,846.8817,819.35516,0.9191024,847.8202,853.53723,1.0,845.5252,882.7592,0.7475072,745.402,888.9857,1.0
5384,799.3448,812.7487,0.90678364,813.35236,840.0616,1.0,834.4883,816.5269,1.0,816.83405,859.8509,1.0,846.5809,818.99835,0.91036093,847.8336,853.6029,1.0,845.60364,883.121,0.7272273,745.586,889.29974,1.0
5385,800.4919,811.2374,0.8771686,813.0289,840.467,1.0,833.131,817.05664,1.0,816.39014,860.37524,0.9782309,844.42145,820.612,1.0,847.57446,853.9116,1.0,843.7399,885.4234,0.82969713,745.7472,889.8289,1.0
5386,801.031,808.26294,0.897593,812.96124,838.8072,1.0,832.4271,816.40826,1.0,814.5501,857.39453,0.9812177,844.3554,819.95325,1.0,846.8425,853.7113,1.0,843.9276,884.74567,0.8677222,746.13416,889.7354,1.0
5387,800.8969,806.1214,0.9284743,812.2547,836.7522,1.0,832.1889,815.8481,1.0,814.0573,856.1008,1.0,844.4043,819.5077,1.0,846.40784,853.50006,1.0,843.575,884.3651,0.8599389,746.453,889.853,1.0
5388,799.45465,805.9832,0.9876494,811.9303,837.7045,1.0,832.5309,815.64233,0.98403776,813.9827,856.06805,0.9839261,845.96246,817.38983,0.9781395,844.9528,852.52686,1.0,844.5525,881.3792,0.8056878,744.681,887.9701,1.0
5389,798.35425,805.38354,0.9695968,811.7024,838.23615,1.0,832.5884,815.807,0.9691998,814.1742,856.4145,0.9756244,845.8489,817.6289,0.97693706,845.29095,852.3014,1.0,845.271,881.0842,0.84626424,744.9792,888.76587,1.0
5390,796.88715,805.1202,0.9475055,811.08673,838.4353,1.0,832.29095,816.2811,0.97605217,815.31134,858.34717,0.96772486,845.5124,817.39435,0.9842777,844.93225,852.2529,1.0,845.3122,880.96277,0.8535596,744.61005,888.3259,1.0
5391,797.7013,805.89276,0.9454607,811.64624,838.90106,1.0,831.81885,816.6389,1.0,814.1486,856.7005,0.9649008,845.3331,817.6955,0.992779,845.0448,852.2378,1.0,845.24426,881.01587,0.85615337,744.6397,888.5724,1.0
5392,795.8311,806.52765,0.9153828,811.9372,840.15717,1.0,831.0346,818.3291,1.0,814.39233,856.8909,0.95629054,842.9877,819.7865,1.0,845.6433,853.2026,1.0,846.3142,880.4215,0.8182683,745.68286,889.4238,1.0
5393,794.52655,807.046,0.87503874,811.79114,840.2289,1.0,830.7691,818.4436,1.0,815.6329,859.99603,0.9580043,842.64215,819.8396,1.0,845.7243,852.8256,1.0,846.4947,880.4907,0.7944816,745.7222,889.392,1.0
5394,793.172,808.4503,0.8612908,812.10986,841.07025,1.0,830.1376,818.66077,1.0,816.63464,861.80194,0.99420613,842.1297,819.2231,1.0,845.7387,852.20074,1.0,846.4201,880.5895,0.8056197,745.8058,889.4267,1.0
5395,795.38055,812.4072,0.93526304,813.3861,842.49054,1.0,831.2973,819.3776,1.0,816.23895,860.51385,1.0,842.3922,819.2155,1.0,846.3607,852.2873,1.0,846.9605,880.2061,0.82024825,746.0486,889.3122,1.0
5396,799.4186,814.5326,0.93163854,813.9866,843.5223,1.0,833.1111,820.6875,1.0,818.2073,862.7528,1.0,844.61914,820.40857,1.0,848.08374,853.9817,1.0,845.045,883.3863,0.655738,745.38947,889.91327,1.0
5397,800.0077,813.47687,0.9242535,813.9239,843.64264,1.0,832.9699,820.6463,1.0,818.25574,862.9688,1.0,845.11017,820.4971,1.0,848.0967,854.0711,1.0,845.1328,883.90845,0.6737044,745.28925,889.6331,1.0
5398,799.91077,813.2273,0.9217893,813.79,843.3088,1.0,832.8984,820.5618,1.0,818.0383,862.60095,0.9989982,845.30865,820.4129,1.0,848.3295,854.1191,1.0,845.19556,883.64526,0.69190633,745.30896,889.5584,1.0
5399,801.56445,812.1109,0.97989094,813.66486,843.53925,1.0,832.7397,820.6315,1.0,818.3168,862.54224,1.0,845.4193,820.51556,1.0,848.21124,853.83295,1.0,845.2501,883.6151,0.68259144,745.365,889.587,1.0
5400,804.0221,810.9854,0.9447551,814.2065,842.859,1.0,834.86926,819.071,1.0,816.88055,861.3927,0.9431454,846.0024,818.55054,0.8992035,847.1141,854.30963,1.0,844.4351,884.87634,0.85430443,745.38257,889.46814,1.0
5401,806.0622,808.60626,0.9068048,813.0175,841.3123,1.0,834.78656,818.7472,1.0,816.5477,860.8471,0.9486914,845.96674,818.718,0.91131914,847.2209,854.3168,1.0,843.7981,884.8968,0.80215764,745.278,889.35254,1.0
5402,808.04877,806.53613,0.8861941,811.6078,839.1886,1.0,836.01495,817.7354,1.0,814.822,857.2293,0.9154412,846.08606,820.9411,0.9134376,847.38556,855.19275,1.0,843.27325,885.36273,0.8809738,745.6666,889.4766,1.0
5403,809.97894,804.11816,0.86582553,810.97955,835.74023,1.0,836.11285,817.1857,1.0,814.1219,856.15204,0.96707886,845.96155,820.94934,0.90869033,846.1943,855.2396,1.0,843.00635,883.86975,0.8411404,745.3548,889.3349,1.0
5404,810.5737,802.726,0.974996,812.11475,834.72723,1.0,837.458,815.8023,1.0,814.1291,855.49316,1.0,850.2302,818.4864,0.9875869,845.369,854.0055,1.0,843.5629,882.39026,0.741137,745.2352,888.8945,1.0
5405,811.0548,803.513,0.96151274,811.91455,834.8691,1.0,836.368,816.0835,1.0,814.3499,856.01587,1.0,848.5402,818.27136,0.9657704,845.70917,854.01514,1.0,844.07764,883.53,0.7418283,745.2372,888.93964,1.0
5406,811.15704,803.95215,0.95090663,811.5162,835.3001,1.0,836.0613,816.28186,1.0,813.8801,855.7731,0.98637944,847.8896,818.17676,0.94667804,845.38293,854.3582,1.0,843.29504,883.4808,0.7317466,745.48334,889.205,1.0
5407,811.0789,803.60223,0.9784993,811.4288,835.0656,1.0,836.105,816.1968,1.0,813.9407,855.7679,0.9928978,848.077,818.32367,0.9516301,845.11664,854.294,1.0,843.0759,883.7938,0.77947843,745.38275,889.04736,1.0
5408,810.12854,804.4517,0.94545615,812.58,835.5674,1.0,836.88116,816.89545,1.0,814.5233,855.7304,0.9983513,848.5091,819.94385,0.9676793,845.9182,854.70074,1.0,844.4483,882.8061,0.8566146,746.01,890.1386,1.0
5409,809.1307,803.15015,0.928943,812.3999,834.7947,1.0,836.7005,817.06244,1.0,814.4175,855.25507,1.0,848.294,819.93896,0.9698096,845.9606,854.76807,1.0,844.49146,882.8447,0.85550237,745.9405,889.9623,1.0
5410,807.84485,802.82074,0.9446442,812.6377,834.87354,1.0,836.7443,816.38666,1.0,814.5117,855.2572,1.0,848.43884,820.19666,0.96917224,846.02795,854.6892,1.0,844.5426,882.87177,0.8547431,745.8042,889.84625,1.0
5411,807.8916,802.86456,0.9378532,811.8762,834.7488,1.0,835.7764,816.7434,1.0,814.0759,855.4742,1.0,847.03076,820.2531,0.9403286,845.94116,854.60364,1.0,844.4989,882.62085,0.8354402,745.8735,889.92126,1.0
5412,807.3091,804.1501,0.9734062,811.68604,836.6356,1.0,835.78204,816.8097,1.0,813.9286,856.2708,0.96708673,848.36444,820.211,0.9753044,846.3343,854.8557,1.0,845.3431,883.8873,0.7659629,746.0715,889.70184,1.0
5413,806.3181,804.4927,0.9792173,811.184,837.18,1.0,835.1941,817.24396,1.0,815.2369,858.0954,0.9496946,847.59686,820.20636,0.9658113,846.2779,854.7767,1.0,845.25415,883.8507,0.7546251,745.98285,889.58813,1.0
5414,805.3657,804.97284,1.0,810.99457,837.4721,1.0,835.13794,817.56714,1.0,814.09753,857.14996,0.93644863,847.84314,820.496,0.9638147,846.4979,854.8343,1.0,845.4718,883.95044,0.7516453,745.761,889.6784,1.0
5415,804.7809,805.3755,1.0,811.06805,837.5123,1.0,835.1505,817.56354,1.0,813.99207,857.022,0.94225305,847.8379,820.37494,0.96526355,846.45276,854.8818,1.0,845.4619,883.9155,0.75845003,745.73584,889.8276,1.0
5416,805.106,805.08545,1.0,811.34143,837.39453,1.0,835.16455,817.41064,1.0,814.0774,856.7467,0.9566452,848.1061,820.3125,0.9695335,846.3837,854.7252,1.0,845.97614,883.0945,0.79601854,745.6911,889.7394,1.0
5417,805.1775,806.43945,1.0,811.9895,838.60876,1.0,836.6301,816.81006,1.0,813.978,856.72876,0.9587512,848.33167,820.8398,0.9414475,846.1835,854.77563,1.0,844.5888,883.42474,0.82457715,745.97296,889.9298,1.0
5418,804.1665,807.2174,1.0,811.49835,838.74164,1.0,836.5912,817.06854,1.0,814.7957,857.8566,0.9477137,847.99695,820.79675,0.9254485,846.06287,855.0262,1.0,844.2632,884.04083,0.86262125,745.80286,889.7849,1.0
5419,803.7826,806.86206,0.9868773,811.2269,839.3195,1.0,835.9694,817.35095,1.0,814.617,858.4178,0.9495205,847.3163,820.58136,0.91403925,845.8151,854.81616,1.0,844.4475,883.9951,0.8712818,746.0909,889.6146,1.0
5420,803.75726,806.7005,0.9901228,811.2062,839.322,1.0,836.0043,817.3012,1.0,814.7627,858.652,0.9543027,847.49506,820.72455,0.91674495,845.94244,854.87427,1.0,844.58154,883.81195,0.85842526,746.0761,889.6294,1.0
5421,803.90704,806.83984,1.0,811.0731,839.13055,1.0,835.8512,817.31854,1.0,814.7552,858.4307,0.9555256,847.71387,821.08624,0.9240348,846.044,854.7245,1.0,844.71313,883.50354,0.8668866,746.0996,889.6411,1.0
5422,802.60474,807.397,0.9621171,812.4767,838.81,1.0,835.973,816.7394,1.0,814.19574,856.8551,0.9653582,847.22314,820.55133,0.9527247,846.2375,855.03644,1.0,845.53204,882.89734,0.84633064,745.47797,890.04614,1.0
5423,802.57965,806.78265,0.96232736,812.51733,838.6346,1.0,835.8796,816.8094,1.0,814.1841,856.6557,0.980231,846.86865,820.4501,0.9555627,846.1837,854.9969,1.0,845.4788,882.58844,0.8331739,745.44293,890.0157,1.0
5424,803.88605,806.4456,0.97032255,812.34546,838.66364,1.0,835.78656,816.7431,1.0,814.15967,856.6046,0.96929926,846.75934,820.41095,0.9483917,846.0797,854.9213,1.0,845.495,882.4694,0.83485514,745.44104,889.9936,1.0
5425,803.81903,806.4449,0.97067773,812.3346,838.6676,1.0,835.7595,816.76416,1.0,814.14185,856.53577,0.9672995,846.8312,820.5147,0.9504094,846.1236,854.99677,1.0,845.55096,882.5803,0.8568318,745.5455,889.8988,1.0
5426,803.23114,807.4315,0.9632498,812.319,838.4452,1.0,836.06067,816.40405,1.0,813.7403,856.42664,0.9502105,847.99286,820.9461,0.94785005,845.7535,855.4012,1.0,845.3706,884.19525,0.8369472,745.3461,889.06665,1.0
5427,804.25824,807.13666,0.9914639,812.3349,838.4755,1.0,836.1647,816.48456,1.0,813.70294,856.1087,0.95714027,847.97565,821.0597,0.94692814,845.7341,855.42413,1.0,845.3185,883.92676,0.85734606,745.3324,889.05493,1.0
5428,804.34955,806.7809,0.99532056,812.39276,838.09174,1.0,835.82544,816.5831,1.0,813.9046,855.97296,0.98064905,847.52625,821.1714,0.9468156,845.9729,855.19073,1.0,846.12805,883.50635,0.88622344,745.42444,889.0663,1.0
5429,803.64886,806.678,0.9821832,812.4271,837.9777,1.0,836.08887,816.20966,1.0,813.9489,855.9968,0.96959674,847.9115,821.2962,0.9437498,846.0041,855.24896,1.0,845.5477,884.0979,0.8570695,745.42035,889.06616,1.0
5430,804.5654,806.5458,0.9979553,812.0124,838.0887,1.0,835.9144,816.335,1.0,814.08527,856.2028,0.9601634,847.43665,820.9995,0.94599575,846.0588,855.1367,1.0,845.5303,884.10504,0.86307013,745.2991,889.053,1.0
5431,803.5605,807.2944,0.96287894,813.19244,837.7876,1.0,837.0005,816.01227,1.0,813.4579,855.5423,1.0,848.1793,820.9063,0.9738608,845.86804,854.9406,1.0,844.461,882.5368,0.85256606,745.73566,889.0853,1.0
5432,803.44855,807.4598,0.9567022,813.2034,837.9967,1.0,836.8984,816.1105,1.0,813.5362,855.5417,0.99979734,847.9216,820.6529,0.9761689,846.081,854.9131,1.0,844.40356,882.469,0.8673502,745.9059,888.9895,1.0
5433,803.0009,808.05585,0.9498178,813.23175,838.4574,1.0,836.94806,816.29425,1.0,813.63416,855.9119,0.9880982,848.0493,820.74506,0.97087157,846.0458,854.98224,1.0,844.0467,883.1231,0.8477614,745.8897,889.1645,1.0
5434,803.14874,808.04175,0.9536202,813.06537,838.5539,1.0,835.919,816.65204,1.0,813.7359,856.0914,0.98528844,847.676,819.71515,0.9720668,845.93146,854.6687,1.0,844.10956,883.1521,0.8473743,745.9847,889.18353,1.0
5435,803.22504,808.0103,0.9547483,813.00684,838.55756,1.0,835.7179,816.8515,1.0,813.77783,856.0977,0.98518485,847.4033,819.5997,0.9711209,845.97424,854.5923,1.0,843.97095,883.2865,0.85190797,745.88617,889.14496,1.0
5436,803.867,807.24164,0.9652735,812.2137,838.93835,1.0,835.53925,816.7709,1.0,814.08685,856.52924,0.95159024,846.86206,819.3549,0.9322562,846.1028,854.61945,1.0,845.85657,883.2268,0.88312,745.9577,890.05524,1.0
5437,803.9231,807.173,0.9738905,812.1845,838.65356,1.0,835.61743,816.7157,1.0,814.01843,856.5439,0.9628343,846.96265,819.3006,0.93493724,846.1059,854.61835,1.0,845.88995,883.18933,0.87439656,745.9191,890.02435,1.0
5438,803.8607,807.296,0.96686673,812.1675,838.6496,1.0,835.54565,816.81793,1.0,814.0608,856.59436,0.96292,846.9722,819.1393,0.9349746,846.1034,854.6235,1.0,845.94104,883.1892,0.875004,746.06757,890.1517,1.0
5439,803.83575,806.9508,0.9754679,812.5001,838.6244,1.0,835.54083,816.7856,1.0,814.0308,856.28375,0.97638506,847.02167,819.0411,0.93357027,846.0738,854.6059,1.0,845.9058,883.15704,0.87458134,745.88947,890.034,1.0
5440,804.0254,806.81055,0.98163384,812.402,838.7398,1.0,835.1151,816.89954,1.0,814.10834,856.4722,0.9664772,846.946,818.4739,0.92330056,845.982,854.4394,1.0,845.61383,883.7295,0.847301,745.9929,890.0938,1.0
5441,803.1789,807.97174,0.95019376,812.6933,838.4419,1.0,835.31647,816.2363,1.0,813.9904,856.11035,0.97532874,848.4203,818.98065,0.9336799,845.7718,854.2179,1.0,844.5287,883.19086,0.8445436,745.76276,889.26526,1.0
5442,803.7325,807.35504,0.95998085,812.7026,838.49316,1.0,835.38385,816.07635,1.0,814.1873,856.0439,0.976487,848.92303,819.12976,0.9356354,845.8843,854.21936,1.0,844.6845,883.3067,0.90944654,745.7538,889.245,1.0
5443,804.085,806.4075,0.98213136,812.8382,837.7262,1.0,835.4208,815.79816,1.0,814.17285,855.41187,0.99459475,849.42865,819.1239,0.9371526,845.85126,854.2545,1.0,844.7061,883.41876,0.90587205,745.7009,889.2247,1.0
5444,803.94684,806.55963,0.9794049,812.9002,837.8516,1.0,835.4465,815.8259,1.0,814.2113,855.5441,0.9969838,849.3396,819.154,0.9359251,845.9048,854.2796,1.0,844.635,883.1146,0.87888503,745.76294,889.23706,1.0
5445,804.01263,807.1782,0.96759963,813.09985,838.29614,1.0,835.5159,815.74677,1.0,814.3092,855.67267,0.98874587,849.417,819.4836,0.9280844,845.9434,854.2261,1.0,844.6661,883.06964,0.876866,745.7855,889.2062,1.0
5446,803.5483,807.3189,0.9803405,813.0264,838.9358,1.0,835.7903,816.4424,1.0,814.48444,856.7672,0.9764158,847.2809,820.1553,0.93664527,846.47437,854.8868,1.0,844.2106,884.9177,0.8420586,745.4729,889.6717,1.0
5447,803.63727,807.38385,0.98265713,813.01733,838.89856,1.0,835.75006,816.49615,1.0,814.54034,856.8122,0.9826889,847.2393,820.208,0.94592077,846.5193,854.7834,1.0,844.2082,884.8895,0.84301126,745.49536,889.6035,1.0
5448,804.27423,807.40216,0.97812223,813.28925,838.70074,1.0,835.5857,816.3246,1.0,814.671,856.39844,0.9955229,847.17145,820.4348,0.94885516,846.6195,854.71906,1.0,843.8234,884.367,0.8299848,745.5131,889.63544,1.0
5449,804.0181,806.7286,0.9883261,812.73083,837.6597,1.0,835.4201,816.13965,1.0,814.51117,855.7836,1.0,846.97284,820.2966,0.95238006,846.4928,854.5975,1.0,844.02216,884.02875,0.8531954,745.4016,889.4401,1.0
5450,804.0774,806.61053,0.9978095,812.57434,837.7499,1.0,835.48035,816.5966,1.0,814.41425,855.8071,1.0,846.8294,820.0979,0.94976556,846.3673,854.6531,1.0,843.9941,884.19684,0.8761771,745.38654,889.4,1.0
5451,802.3274,808.1501,0.9451714,811.6705,838.8346,1.0,835.6109,816.7085,1.0,814.7895,857.6089,0.94801146,846.60583,821.22455,0.9191836,846.2088,855.0654,1.0,844.7888,883.53314,0.7996387,746.34717,889.7491,1.0
5452,802.33264,808.30743,0.92763907,811.7685,838.7414,1.0,835.5782,816.6751,1.0,813.9421,856.64264,0.9502696,846.54333,821.14575,0.9161671,846.21027,855.0233,1.0,844.6799,883.6733,0.7977592,746.22614,889.855,1.0
5453,802.3099,808.3282,0.92956704,811.73114,838.8421,1.0,835.7191,816.6234,1.0,814.8463,857.67816,0.9504445,846.6975,821.0772,0.9255896,846.2646,855.01587,1.0,844.7112,883.66626,0.79605377,746.05774,889.92004,1.0
5454,802.2832,808.3297,0.9292041,811.7237,838.84656,1.0,835.7389,816.6027,1.0,814.84064,857.6586,0.94913316,846.76776,821.08746,0.9282391,846.25665,855.035,1.0,844.71484,883.6272,0.80087376,746.10364,889.9151,1.0
5455,802.6183,807.9592,0.9364185,811.73724,838.5698,1.0,835.47394,816.6115,1.0,814.08417,856.62286,0.9600066,846.6437,820.8326,0.9268343,846.27875,854.80597,1.0,845.02985,883.01337,0.78211963,746.1357,889.91327,1.0
5456,803.4974,806.99567,0.97187275,812.5466,838.1835,1.0,835.2257,816.2948,1.0,814.0838,857.13354,0.97066015,846.02496,820.4076,0.93585867,847.04456,854.8645,1.0,845.45935,884.16974,0.73198664,745.9012,889.8808,1.0
5457,803.5584,806.90485,0.9583701,812.52734,838.2655,1.0,835.1474,816.3678,1.0,814.1123,857.022,0.9652464,845.8155,820.3805,0.9257722,846.9036,854.72015,1.0,845.11597,884.3142,0.73303664,745.85223,889.8434,1.0
5458,803.9317,807.1336,0.9725249,812.5374,838.22754,1.0,834.9692,816.76373,1.0,814.1147,857.11475,0.97476524,845.58746,820.13727,0.9333559,846.9954,854.65753,1.0,845.13196,884.3348,0.73171,745.8903,889.8536,1.0
5459,803.6572,806.86383,0.97570956,811.6829,838.0213,1.0,834.98737,816.88074,1.0,813.69775,856.9047,0.95334613,845.72107,820.3479,0.9344523,846.5046,854.9236,1.0,845.166,884.1042,0.78340447,745.91614,889.915,1.0
5460,806.0671,803.19165,0.99840385,808.90155,834.4795,1.0,836.638,815.54803,1.0,814.0373,856.46185,0.982151,848.0225,820.3978,0.8797364,844.3054,854.58435,1.0,845.25854,883.99585,0.8380528,746.0785,889.5407,1.0
5461,804.81036,800.58527,0.9864103,808.7732,831.95215,1.0,836.30133,814.7118,1.0,813.26843,854.11926,1.0,846.89404,820.50415,0.83928615,843.94946,854.22284,1.0,845.14557,882.61646,0.8155578,746.1006,889.51355,1.0
5462,804.1124,800.34265,0.96590334,808.4052,830.99005,1.0,836.26294,814.7542,1.0,813.04297,853.626,1.0,847.34753,820.528,0.831014,843.7539,853.52466,1.0,845.41876,881.3162,0.79313815,746.05774,889.4944,1.0
5463,804.3026,799.0506,0.98252106,808.47437,829.16,1.0,835.92334,814.4513,1.0,812.3432,852.8891,1.0,846.7509,819.44635,0.8364699,843.30225,853.1471,1.0,847.41974,879.85846,0.90688384,746.13416,889.5361,1.0
5464,805.91864,798.8817,0.88868606,809.17584,831.1007,1.0,836.2218,814.27277,1.0,812.2514,852.24927,1.0,849.0963,818.6502,0.9057521,842.41394,852.9911,1.0,847.08826,880.00836,1.0,745.62897,889.291,1.0
5465,808.7857,800.7469,0.80340564,809.69855,831.26715,1.0,836.3492,814.2352,1.0,812.2254,852.1354,1.0,849.1688,818.45996,0.8988967,842.4213,852.8621,1.0,847.12885,879.97644,1.0,745.6032,889.2535,1.0
5466,808.4126,803.3407,0.89639956,810.03955,833.25134,1.0,837.5037,815.24677,1.0,812.33655,854.031,0.993528,849.85614,819.2701,0.9379498,842.3583,853.57367,1.0,846.5241,880.43365,1.0,745.6454,889.3352,1.0
5467,808.7806,804.4914,0.92123294,810.47174,835.1403,1.0,837.6141,816.15063,1.0,812.32434,855.9228,0.96106726,848.23,819.8999,0.9455102,843.46594,854.4067,1.0,845.79785,881.3917,0.963429,745.62585,889.3564,1.0
5468,810.698,804.9457,0.9123907,810.32837,836.3891,1.0,836.19104,818.27026,1.0,812.4296,856.41595,0.9457092,847.7092,821.231,0.948829,844.15204,855.9819,1.0,843.6681,884.1036,0.8687637,745.8884,889.267,1.0
5469,811.6483,805.1004,0.9175459,810.38214,836.50104,1.0,836.326,818.33325,1.0,812.5122,856.2877,0.9486493,847.201,820.8036,0.9444373,844.4691,856.0531,1.0,843.5783,884.27484,0.88562673,745.88776,889.2404,1.0
5470,813.005,804.64886,0.9303224,810.4912,835.20294,1.0,836.7559,818.04926,1.0,812.14496,855.35364,0.9950064,847.8221,820.89453,0.94335854,844.38446,855.9968,1.0,843.5956,884.2806,0.8914027,745.81946,889.1006,1.0
5471,815.6527,802.6812,0.8398402,810.36536,834.2548,1.0,837.63367,817.44855,1.0,811.96136,854.4468,1.0,849.2938,821.79333,0.957118,844.26184,856.0906,1.0,843.5285,883.9039,0.9307958,745.7989,889.0998,1.0
5472,816.696,800.7362,0.85766387,810.35724,829.37836,1.0,836.88196,818.08575,1.0,810.338,851.10565,1.0,849.1002,821.1295,0.9616246,843.3782,855.2034,1.0,843.93774,882.71826,0.94105756,745.8195,889.75433,1.0
5473,817.104,799.16644,0.8513462,810.76263,826.94824,1.0,838.0332,817.5646,1.0,809.79736,849.1779,1.0,850.1433,821.6464,0.95315963,842.7138,855.2276,1.0,843.1922,883.3316,0.9432969,745.80414,889.92847,1.0
5474,818.305,798.58923,0.89692986,811.1081,826.909,1.0,838.372,817.3773,1.0,809.12634,848.57904,1.0,850.40027,822.0997,0.949967,842.3219,855.2241,1.0,843.0949,883.14844,0.9466023,745.7268,889.8417,1.0
5475,818.96436,797.2109,0.9170491,811.1982,826.5236,1.0,838.3199,816.6659,1.0,809.5923,848.1849,1.0,850.40924,821.64526,0.9572265,842.3878,854.7507,1.0,842.977,883.11176,0.95724714,745.81665,889.829,1.0
5476,819.8944,796.3404,0.93538237,811.91797,826.2215,1.0,839.0555,816.07495,1.0,808.889,850.86176,1.0,850.6855,821.48865,0.96672356,842.1884,854.7104,1.0,842.9656,883.28064,0.9550917,745.7303,889.7943,1.0
5477,819.195,795.3675,0.93735164,812.55176,826.0899,1.0,839.87695,815.947,1.0,808.4517,847.1259,1.0,851.33344,820.93835,0.97263974,841.73456,854.2733,1.0,843.7573,881.28296,0.9063441,745.97754,889.6073,1.0
