scorer,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
74,827.1718,777.591,1.0,827.5893,814.9239,1.0,855.4363,812.75104,1.0,814.2767,829.6109,1.0,861.4161,833.72675,1.0,840.1125,854.9503,1.0,824.73663,884.49225,1.0,712.2009,891.3372,1.0
75,827.2009,777.6341,1.0,827.5927,814.9218,1.0,855.42737,812.7271,1.0,814.28046,829.62177,1.0,861.41974,833.70483,1.0,840.1439,854.94165,1.0,824.9908,884.4576,1.0,710.81604,891.43066,1.0
76,827.20044,775.5356,1.0,825.21045,814.72345,1.0,855.179,813.1754,1.0,813.77277,833.41376,1.0,860.9256,833.98224,1.0,839.19257,855.3892,1.0,826.28455,884.37573,1.0,712.183,890.05304,1.0
77,825.681,776.5898,1.0,824.329,815.8335,1.0,854.4476,814.04785,1.0,813.571,834.4752,0.99780446,860.36694,835.0902,1.0,838.32526,854.9267,1.0,826.1372,882.44183,1.0,712.3843,890.306,1.0
78,825.6727,776.6282,1.0,824.34106,815.8374,1.0,854.43475,814.04254,1.0,813.5783,834.48737,1.0,860.37555,835.0259,1.0,838.43054,854.8707,1.0,826.225,882.4319,1.0,712.3948,890.2847,1.0
79,825.22107,776.97864,1.0,823.57965,815.6994,1.0,854.39905,814.42267,1.0,813.7054,832.7612,1.0,860.4339,835.6996,1.0,838.60474,855.3188,1.0,825.58984,882.61194,1.0,712.79675,890.7509,1.0
80,823.7378,777.3324,1.0,824.0528,817.91205,1.0,854.17365,814.65,1.0,812.0889,833.8764,1.0,860.262,834.60126,1.0,837.0314,854.7679,1.0,825.0818,880.4284,1.0,709.9783,890.22534,1.0
81,823.7662,777.32227,1.0,824.02124,817.8769,1.0,854.17883,814.66174,1.0,812.02856,833.9411,1.0,860.2825,834.6328,1.0,837.0191,854.7701,1.0,825.09656,880.42816,1.0,709.9837,890.19275,1.0
82,823.9378,777.26764,1.0,822.8794,817.7224,1.0,853.7127,814.6958,1.0,812.1274,834.20496,1.0,860.3336,834.46313,1.0,836.9801,854.61774,1.0,824.9123,880.4245,1.0,708.4136,890.58154,1.0
83,826.2601,777.5151,1.0,822.7271,817.18353,1.0,853.7304,815.1427,1.0,811.8842,833.6268,1.0,860.3655,834.66504,1.0,837.172,854.6744,1.0,825.16595,880.35425,1.0,708.503,892.3177,1.0
84,826.263,777.5142,1.0,822.7226,817.18207,1.0,853.73114,815.1415,1.0,811.8883,833.6391,1.0,860.3703,834.6641,1.0,837.17065,854.67523,1.0,825.1623,880.35406,1.0,708.50464,892.3204,1.0
85,828.92523,776.1931,1.0,824.0616,815.697,1.0,854.0001,815.2295,1.0,812.6175,832.0737,1.0,859.6217,834.14594,1.0,837.5105,854.63544,1.0,826.5228,880.8307,1.0,708.5999,892.3081,1.0
86,832.58856,775.6894,1.0,826.9688,812.4643,1.0,856.06177,814.29156,1.0,813.39606,825.9855,1.0,860.8419,834.30334,1.0,837.7569,852.1505,1.0,826.1497,879.93634,1.0,704.81335,896.2231,1.0
87,832.6092,775.67786,1.0,826.96515,812.4614,1.0,856.0545,814.2893,1.0,813.4291,825.994,1.0,860.83673,834.2895,1.0,837.79315,852.155,1.0,826.12933,879.91486,1.0,704.8043,896.2311,1.0
88,834.9709,774.3734,1.0,828.1096,810.908,1.0,856.4864,812.4441,1.0,814.3533,823.7103,1.0,861.0886,832.01965,1.0,838.46063,851.2328,1.0,826.89935,880.043,1.0,706.9275,895.8496,1.0
89,843.2369,775.1095,1.0,832.706,807.76855,1.0,860.0743,810.8991,1.0,816.9822,817.4589,1.0,864.1167,831.402,1.0,840.6624,850.1635,1.0,827.87,877.3556,1.0,710.5575,894.85986,1.0
90,843.2244,775.1212,1.0,832.87195,807.8429,1.0,860.07886,810.934,1.0,817.2113,817.1441,1.0,864.11115,831.50116,1.0,840.6538,850.18335,1.0,827.86676,877.3635,1.0,710.5216,894.9014,1.0
91,844.4808,777.2504,1.0,833.90784,808.09644,1.0,860.9985,810.66125,1.0,818.32074,816.6593,1.0,865.2504,831.0581,1.0,840.75714,849.4896,1.0,828.11426,876.0457,1.0,710.5946,894.7161,1.0
92,848.9408,778.67786,1.0,839.0577,806.9539,1.0,867.2445,814.52234,1.0,822.6336,813.7913,1.0,868.4853,833.8781,1.0,841.5026,848.6867,1.0,828.4491,875.6672,1.0,711.77405,895.5754,1.0
93,848.9306,778.6538,1.0,839.0739,806.97614,1.0,867.24243,814.5288,1.0,822.7245,813.7464,1.0,868.5316,833.91345,1.0,841.60986,848.6848,1.0,828.4788,875.7374,1.0,711.72546,895.35126,1.0
94,852.96747,778.062,1.0,841.27985,805.3501,1.0,870.17633,814.0958,1.0,823.60767,810.97235,1.0,869.69476,832.7744,1.0,841.8571,847.0436,1.0,828.84235,874.0361,1.0,711.96826,894.82605,1.0
95,861.3839,773.8968,1.0,845.3233,802.4956,1.0,871.7454,812.67535,0.97034335,825.2738,807.8145,1.0,870.61615,832.1913,1.0,841.65985,845.29596,1.0,825.77405,872.185,1.0,709.9967,897.4689,1.0
96,861.38135,773.8986,1.0,845.2705,802.5271,1.0,871.74164,812.70496,0.9722729,825.2697,807.82324,1.0,870.64667,832.25543,1.0,841.63776,845.29803,1.0,825.7599,872.26086,1.0,710.11115,897.4817,1.0
97,862.09937,773.2958,1.0,847.34045,802.0901,1.0,873.2745,811.2035,1.0,826.04596,808.1522,1.0,872.63055,832.7927,1.0,841.4601,844.9169,1.0,824.99097,871.6641,1.0,707.5354,897.7653,1.0
98,863.8142,771.6538,1.0,848.4721,802.3351,1.0,875.6156,813.5023,1.0,826.2057,807.7318,1.0,872.481,835.0361,1.0,841.1595,844.33734,1.0,824.54047,872.1553,1.0,705.5867,897.52814,1.0
99,863.8094,771.68585,1.0,848.47345,802.31354,1.0,875.6221,813.50836,1.0,826.1888,807.6979,1.0,872.505,835.0539,1.0,841.17584,844.3297,1.0,824.5495,872.1573,1.0,705.6072,897.43286,1.0
100,863.80054,771.8062,1.0,848.5351,802.26666,1.0,875.5628,813.6247,1.0,826.1129,807.4152,1.0,872.4029,835.00653,1.0,841.1317,844.297,1.0,824.36646,871.9337,1.0,705.62024,897.4106,1.0
101,859.98914,773.3933,1.0,847.9398,803.0801,1.0,874.06476,811.857,1.0,826.0064,808.69586,1.0,872.2762,833.9042,1.0,840.6747,845.088,1.0,826.09515,872.4629,1.0,708.7493,898.1643,1.0
102,859.97534,773.3838,1.0,847.90814,803.17554,1.0,874.0374,811.869,1.0,825.99176,808.84436,1.0,872.34564,833.9633,1.0,840.5806,845.1489,1.0,826.1029,872.4495,1.0,708.74,898.178,1.0
103,858.3267,773.00397,1.0,846.74677,803.8183,1.0,872.74927,811.75995,1.0,825.8478,808.21686,1.0,871.9031,833.8144,1.0,840.25464,845.48114,1.0,826.5096,872.88214,1.0,708.6377,898.49347,1.0
