scorer,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
bodyparts,Nose,Nose,Nose,Left_ear,Left_ear,Left_ear,Right_ear,Right_ear,Right_ear,Front_left_paw,Front_left_paw,Front_left_paw,Front_right_paw,Front_right_paw,Front_right_paw,Body_center,Body_center,Body_center,Tail_start,Tail_start,Tail_start,Tail_end,Tail_end,Tail_end
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
649,881.91077,255.60017,1.0,906.21204,234.24792,1.0,871.1802,228.08269,0.87735844,919.3369,225.1647,1.0,867.1186,210.41237,1.0,900.3624,205.98578,1.0,905.38086,172.75209,1.0,957.9186,120.80757,1.0
650,881.46423,254.85753,1.0,906.8878,235.19081,1.0,870.6281,225.84276,0.92304873,919.7237,224.93642,1.0,867.9509,208.87836,1.0,901.11884,205.30067,1.0,905.04126,173.58224,1.0,958.9458,120.77071,1.0
651,880.49023,257.98596,1.0,905.54126,237.09203,1.0,874.5782,228.27933,0.9245074,917.973,226.89473,1.0,867.97363,212.1744,1.0,901.1147,206.46437,1.0,904.59393,174.17989,1.0,716.43616,770.5486,1.0
652,880.3777,263.5195,1.0,905.1487,239.36096,1.0,876.12726,236.23868,0.94806504,917.91925,228.5255,0.9300489,866.621,220.6909,1.0,898.93146,209.65503,1.0,903.6415,174.85736,1.0,959.10315,121.1012,1.0
653,878.9419,265.50348,1.0,903.2727,241.51651,1.0,875.13965,236.10257,0.9101025,916.1867,230.38533,0.89140594,866.07733,222.3232,1.0,898.3703,209.70006,1.0,903.7685,176.02106,1.0,958.6161,120.88507,1.0
654,871.7967,264.73077,1.0,901.7746,243.02289,1.0,876.09424,234.64679,0.91231674,915.67944,231.53482,0.9064829,866.4231,216.41464,1.0,899.6399,211.33884,1.0,904.9554,177.73238,1.0,958.29675,121.63441,1.0
655,865.859,261.49448,1.0,900.5457,241.53645,1.0,870.4791,230.61984,1.0,915.78394,231.84625,0.9870648,866.5966,210.39749,1.0,902.0127,212.0335,1.0,905.64545,179.80577,1.0,959.38214,120.44548,1.0
656,865.6542,259.31158,1.0,899.79083,240.61554,1.0,868.58844,228.33452,0.99910045,916.4752,230.81439,0.99558717,867.34546,210.16745,1.0,901.7573,211.55173,1.0,905.6258,178.58713,1.0,958.2094,121.92737,1.0
657,863.571,255.73396,1.0,899.73114,239.15225,1.0,867.19464,225.08905,1.0,917.07117,230.70148,1.0,867.7645,207.00125,1.0,903.1422,208.29445,1.0,907.5584,175.9665,1.0,958.2641,122.22724,1.0
658,865.9355,254.05106,1.0,900.435,236.50008,1.0,870.9951,224.7666,0.9892163,914.81696,228.12524,1.0,867.2728,207.3686,1.0,901.05597,207.88437,1.0,907.94415,175.17978,1.0,960.3675,120.88195,1.0
659,871.12683,253.28844,1.0,901.0559,234.75227,1.0,868.197,225.31148,0.95435464,915.3225,226.08907,1.0,868.1781,207.5037,1.0,902.61304,205.74533,1.0,908.3321,172.48103,1.0,959.32983,119.87161,1.0
660,873.8188,252.07329,1.0,901.7644,235.18419,1.0,861.7409,225.80171,0.943133,916.5665,224.2001,0.95342934,866.9572,207.1572,1.0,900.4582,204.58205,1.0,910.08905,171.28696,1.0,957.9249,120.85056,1.0
661,875.0479,249.11357,1.0,902.96704,228.40042,1.0,864.70856,224.21225,0.8297442,918.9787,222.21155,1.0,869.7296,206.08287,1.0,904.2175,203.0577,1.0,910.5681,172.53656,1.0,959.91943,120.67052,1.0
662,878.25903,243.39534,0.8798496,906.9389,225.39494,1.0,877.92053,216.85121,0.73943704,922.31714,219.14148,1.0,874.05,196.50339,1.0,907.7679,199.48691,1.0,911.7331,167.82912,1.0,957.7512,121.930046,1.0
663,877.4812,241.54294,0.9827079,907.59766,223.85109,1.0,873.5514,215.57387,0.9549823,923.4379,218.08264,1.0,873.7641,198.7582,1.0,906.0652,198.84947,1.0,911.1336,168.6141,1.0,959.5175,120.13481,1.0
664,877.7905,241.3701,1.0,907.6275,223.73718,1.0,874.56934,214.22096,1.0,923.64795,217.96417,1.0,873.29504,198.3596,1.0,906.1268,197.99847,1.0,910.51306,167.35393,1.0,959.251,120.20633,1.0
665,879.51776,241.54066,1.0,909.6399,222.3167,1.0,875.646,212.99211,1.0,923.28143,218.35698,0.995755,873.8005,198.39131,1.0,906.3499,198.20341,1.0,910.56903,167.96202,1.0,959.02435,120.654594,1.0
666,879.0371,241.54037,1.0,909.98334,222.27339,1.0,876.8609,212.5794,1.0,923.21564,218.41234,0.98859733,873.6982,199.34814,1.0,906.6899,197.95782,1.0,910.5771,168.09946,1.0,958.86426,120.68721,1.0
667,877.94116,241.6733,1.0,911.1829,221.11829,1.0,879.2988,209.36797,0.9674559,921.40735,217.32565,0.8989747,874.81555,197.87936,1.0,907.7648,198.37349,1.0,912.344,168.37854,1.0,958.8559,121.51457,1.0
668,876.71246,242.44814,1.0,910.39825,221.11247,1.0,876.7503,212.7083,0.98224556,920.6043,218.44241,0.89419574,872.949,199.71776,1.0,906.02496,198.14001,1.0,910.7148,168.21188,1.0,959.1516,120.35033,1.0
669,876.44635,243.2102,1.0,910.41516,221.06107,1.0,879.32874,210.6643,0.9862853,920.5636,218.31575,0.8959164,872.0181,200.24937,1.0,906.0931,197.54611,1.0,911.1317,167.76459,1.0,959.3793,119.958694,1.0
670,875.9986,245.10385,1.0,911.50806,221.89574,1.0,880.5887,212.70618,0.89652234,921.61426,217.2895,0.87681806,871.11743,201.28781,0.92859995,903.7717,198.13992,1.0,910.9061,169.48772,1.0,958.88635,120.35061,1.0
671,874.84155,247.96861,0.97825575,906.2126,226.76823,1.0,877.68665,217.08217,0.80168736,921.5594,221.28424,1.0,869.73645,203.03065,1.0,903.661,200.68474,1.0,911.5985,170.08699,1.0,958.49646,121.43586,1.0
672,877.1815,249.86743,0.88635516,909.5246,224.69678,1.0,870.4737,224.68576,0.74233747,922.71014,216.06165,0.99513865,868.1973,203.21133,1.0,901.8435,200.73312,1.0,911.28577,170.65388,1.0,959.1722,120.999016,1.0
673,873.07184,252.84474,1.0,908.5433,224.93912,1.0,877.63983,219.62512,0.85678464,919.6605,219.8047,0.7955738,868.52185,206.33894,1.0,901.4477,201.14955,1.0,910.65704,170.46793,1.0,959.8232,120.40994,1.0
674,872.4404,252.76648,1.0,905.35803,226.64777,1.0,871.5398,221.29695,0.8860147,919.33716,222.43584,0.9535679,868.325,204.8001,1.0,904.52136,202.20505,1.0,910.24365,170.97186,1.0,958.0173,121.08921,1.0
675,870.1344,252.6115,1.0,903.2138,227.69008,1.0,875.82245,220.06305,0.9193591,917.9281,223.37465,1.0,868.0552,205.79718,1.0,903.89355,202.62996,1.0,910.10297,171.64343,1.0,958.7051,120.70945,1.0
676,869.5404,251.89961,1.0,902.92554,228.24274,1.0,876.21173,220.04448,0.9237441,917.6139,224.07692,1.0,868.11884,205.80975,1.0,903.8869,202.76465,1.0,910.06915,171.34714,1.0,959.1787,120.38842,1.0
677,868.5885,253.8054,1.0,901.6858,227.9157,1.0,876.1534,218.70491,1.0,916.6557,224.86208,1.0,868.1215,206.94974,1.0,904.5632,202.30939,1.0,908.99194,171.84155,1.0,959.4144,120.76314,1.0
678,868.5894,254.78957,1.0,901.9652,228.15764,1.0,876.29456,218.23845,0.9866992,916.5837,225.37128,1.0,868.13,206.13898,1.0,904.2158,202.54085,1.0,909.0022,171.82466,1.0,959.41876,120.79691,1.0
679,869.8835,255.18994,1.0,903.07184,230.61307,1.0,871.3158,223.39702,0.96620756,917.7682,224.13878,1.0,866.9731,207.6524,1.0,902.40656,202.97443,1.0,908.61316,171.46599,1.0,958.90845,121.139854,1.0
680,872.1986,252.7868,1.0,903.5515,230.67734,1.0,872.781,221.57881,0.9454694,918.1283,223.88828,0.9915467,866.64386,206.8934,1.0,901.89075,202.60323,1.0,908.8493,171.19365,1.0,958.8079,120.85918,1.0
681,873.9529,254.18356,1.0,903.3593,230.65819,1.0,873.6931,222.0187,0.9482298,917.4989,224.94167,0.9898172,867.6305,208.56346,1.0,901.2924,203.8522,1.0,907.9331,172.28424,1.0,958.95764,121.10551,1.0
682,876.3074,254.52501,1.0,904.8215,233.56293,1.0,875.61346,224.1218,1.0,918.4091,225.04459,1.0,868.1605,209.86801,1.0,901.66595,204.19519,1.0,906.7373,172.75978,1.0,958.55115,120.662796,1.0
683,878.32886,255.7646,1.0,905.5581,233.31548,1.0,875.9516,225.77867,0.99925214,918.5685,224.9161,0.9966658,867.9024,210.53989,1.0,901.4267,204.17656,1.0,906.85675,172.63203,1.0,958.8153,120.64439,1.0
684,877.73425,252.68211,1.0,905.30804,229.63109,1.0,872.9871,222.4891,0.91249263,920.2662,222.2181,0.97261393,867.5376,207.2522,1.0,901.4487,203.1675,1.0,908.24786,171.55386,1.0,958.36426,121.675735,1.0
685,878.2669,250.79236,1.0,906.06726,229.9335,1.0,875.3325,223.2145,0.9685056,919.60114,221.91649,0.93964225,866.6955,206.81403,1.0,901.50226,202.27283,1.0,910.22546,170.8011,1.0,759.55396,783.7254,1.0
686,877.18555,251.21089,1.0,905.852,229.30995,1.0,874.95514,223.02072,0.93598676,918.58075,222.66347,0.91747236,867.2164,206.92549,1.0,901.60223,203.01183,1.0,909.9263,171.78392,1.0,960.1992,120.30885,1.0
687,876.7474,250.12556,1.0,905.7768,229.60097,1.0,875.1418,222.4179,0.9481555,919.51355,222.02507,0.9863409,867.68,207.41566,1.0,901.97003,202.78178,1.0,909.3865,172.38823,1.0,958.8303,121.382935,1.0
688,877.4713,251.58481,1.0,905.8883,229.04211,1.0,872.69794,223.40048,0.918522,920.08673,221.53851,0.9627375,867.4678,206.54701,1.0,903.60706,203.13062,1.0,910.6712,172.10567,1.0,959.403,120.6177,1.0
689,876.33954,251.36217,1.0,904.0678,230.68385,1.0,872.9737,224.64381,0.9219272,918.35004,223.11047,0.9631721,866.4208,206.5362,1.0,901.96735,203.54773,1.0,910.0451,171.85071,1.0,698.9346,749.4874,1.0
690,875.74475,250.51094,1.0,902.9117,232.0985,1.0,874.0426,224.64728,0.95638585,918.07776,223.7925,1.0,867.17596,206.15338,1.0,902.2545,203.62425,1.0,908.99524,171.47243,1.0,959.44226,120.84712,1.0
691,876.3339,250.26776,1.0,901.66644,231.61244,1.0,867.0979,223.89482,0.9293871,917.06506,224.11984,1.0,867.54846,205.29623,1.0,902.28485,204.33746,1.0,908.3056,171.8507,1.0,957.9957,121.28226,1.0
692,876.13214,250.70442,1.0,901.2065,231.49965,1.0,867.6303,225.03351,0.96364075,916.9735,225.4452,1.0,865.41113,206.14175,1.0,901.87067,203.95969,1.0,908.2884,173.25488,1.0,958.5412,121.42068,1.0
693,875.59796,250.51874,1.0,904.2331,232.50598,1.0,875.4573,223.8288,0.9584576,918.7498,224.2964,1.0,868.2006,209.40808,1.0,901.84216,203.76932,1.0,906.7823,171.6093,1.0,957.7279,121.37185,1.0
694,875.49,250.5901,1.0,903.76074,233.37619,1.0,874.96124,223.80838,0.950889,918.3677,224.77332,1.0,867.74286,208.73149,1.0,901.64764,203.80399,1.0,907.83453,171.27083,1.0,958.14923,121.40634,1.0
695,875.9857,250.74599,1.0,903.17694,233.52284,1.0,874.6773,225.36017,0.95324296,918.0296,224.7045,1.0,867.77454,209.61671,1.0,901.3548,204.36711,1.0,908.4043,171.66367,1.0,958.6859,120.82733,1.0
696,874.71387,250.59837,1.0,903.29175,233.11038,1.0,875.3214,224.31683,0.9520658,918.48175,224.14323,0.9854212,867.8702,210.32542,1.0,900.9877,204.07426,1.0,906.31976,172.38441,1.0,959.1257,121.005264,1.0
697,875.3195,250.60559,1.0,903.0738,233.10083,1.0,874.9986,224.4732,0.9606472,918.19336,224.31592,0.98919654,867.68634,210.19907,1.0,900.87805,204.10016,1.0,906.42114,172.2366,1.0,959.1177,121.12721,1.0
698,875.74457,250.50919,1.0,903.4566,230.9619,1.0,873.23755,223.39969,0.92589784,919.096,223.95467,1.0,867.5804,207.82654,1.0,901.89246,204.26906,1.0,906.32635,172.04768,1.0,959.0661,120.710556,1.0
699,875.41315,249.42221,1.0,905.6,233.68758,1.0,872.69464,224.90764,0.89402854,919.71277,224.48099,1.0,866.9342,207.41035,1.0,902.39795,204.70161,1.0,908.79944,172.09494,1.0,959.4978,120.95962,0.7303995
700,876.7762,249.95985,1.0,901.0783,233.0376,1.0,868.1887,225.1727,0.92660487,916.4427,226.54436,1.0,866.27484,207.34036,1.0,901.91565,205.0813,1.0,909.05634,171.81438,1.0,957.6756,121.32139,1.0
701,875.1077,250.63194,1.0,903.1905,232.61887,1.0,874.41077,224.5921,0.96139276,918.8692,224.1946,1.0,867.7434,209.71141,1.0,901.93866,204.61069,1.0,907.01733,172.24101,1.0,958.54095,121.25491,1.0
702,874.35004,250.20834,1.0,903.4438,232.8006,1.0,875.2916,224.84425,0.9833423,919.1642,224.58644,1.0,867.81,210.25792,1.0,901.9655,204.22708,1.0,907.11743,171.49121,1.0,958.89606,121.07042,1.0
703,878.18036,251.51465,1.0,903.9486,231.44528,1.0,874.4547,225.71552,0.9925742,918.18317,224.1223,0.8574018,866.966,209.7989,1.0,900.34705,203.47,1.0,907.3172,172.28114,1.0,957.73944,121.44544,1.0
704,876.7364,250.84566,1.0,904.0434,233.86308,1.0,876.7272,225.90814,0.9831133,918.865,224.64377,1.0,867.8189,211.73293,1.0,900.9721,203.72978,1.0,907.4658,170.74672,1.0,959.5967,119.84839,1.0
705,876.7397,250.98514,1.0,904.84766,234.8447,1.0,876.66693,226.25758,0.9913562,918.816,224.8591,1.0,867.96533,211.89566,1.0,901.1772,203.7166,1.0,907.4597,170.71843,1.0,724.7934,800.42725,1.0
706,877.6354,251.95537,1.0,906.3651,231.41586,1.0,877.00287,225.26358,0.99690974,919.41425,222.26389,0.83156675,867.79895,211.84538,1.0,900.3232,202.92303,1.0,908.30084,170.74547,1.0,958.0408,121.64429,1.0
707,879.19763,252.29318,1.0,906.24194,230.17912,1.0,876.15094,225.37578,1.0,918.0657,223.23726,0.8726277,867.4464,211.21927,1.0,900.01,202.5281,1.0,906.94244,170.5939,1.0,958.0658,121.2743,1.0
708,883.1076,252.46622,1.0,906.91846,229.47423,1.0,876.96686,225.48245,1.0,918.9182,222.25299,0.82428014,867.5727,211.39944,1.0,899.9364,202.33162,1.0,907.3391,170.52605,1.0,958.24615,120.99518,1.0
709,887.12244,256.0305,1.0,905.8554,232.01945,1.0,877.7742,231.83801,0.98555005,919.9834,223.93314,0.91425264,867.4748,213.6145,1.0,900.06287,204.21011,1.0,908.10815,171.83557,1.0,958.4726,121.22616,1.0
710,889.58325,258.22372,1.0,906.02234,232.42474,1.0,876.8937,235.87086,0.9418489,920.7891,224.67876,0.93611515,866.4616,215.78731,0.97290164,900.1727,205.15033,1.0,907.53394,172.22784,1.0,730.80524,762.29034,1.0
711,892.0848,261.38223,1.0,905.629,233.4657,1.0,877.6339,237.92569,0.97947025,920.41284,225.40392,0.97624815,866.36346,216.80797,0.9595612,900.3659,206.61705,0.9988959,906.82947,171.83948,1.0,737.7108,741.3531,1.0
712,889.41626,259.01547,1.0,907.51746,237.60468,1.0,880.20074,238.64009,1.0,920.85205,226.33398,0.9510316,867.10114,220.0052,0.9895227,899.98694,208.03244,0.99130756,906.70404,173.0244,1.0,769.9991,733.7325,1.0
713,887.617,259.42752,1.0,907.2233,235.74248,1.0,879.854,236.15019,1.0,921.37665,225.89183,0.93898493,867.9633,218.73965,1.0,900.3645,207.6654,1.0,905.2388,172.7079,1.0,958.5851,120.902504,1.0
714,887.69366,258.35257,1.0,907.1491,235.14162,1.0,879.51276,235.18059,1.0,921.2797,225.18872,0.93547684,867.84283,218.28519,1.0,900.4777,207.06952,1.0,905.2328,172.80318,1.0,782.6449,753.1226,1.0
715,887.45856,258.00192,1.0,907.2025,235.8627,1.0,879.04285,235.10002,1.0,921.98114,225.58508,0.95066184,867.961,218.96175,1.0,900.001,206.75491,1.0,904.9148,173.07535,1.0,959.4377,120.96125,1.0
716,887.3067,258.33783,1.0,906.9369,235.69055,1.0,878.7287,234.98769,1.0,921.8815,225.17274,0.9644143,867.912,218.94427,1.0,899.8281,206.57697,1.0,904.53046,173.11862,1.0,959.059,121.082115,1.0
717,885.8495,256.51178,1.0,906.7676,236.90619,1.0,880.01746,236.319,1.0,919.8129,226.42683,0.9733828,867.92255,220.70058,1.0,899.3731,207.26974,1.0,904.9928,173.27979,1.0,958.48303,121.18677,1.0
718,885.81934,256.56454,1.0,906.6607,236.93057,1.0,879.89075,236.41621,1.0,919.7218,226.51039,0.978734,867.73676,219.85678,1.0,899.42816,207.33156,1.0,904.9829,173.06592,1.0,958.5896,121.14247,1.0
719,886.94763,256.97992,1.0,906.708,235.93556,1.0,878.8708,236.34993,1.0,920.42236,225.60783,0.9375455,867.7408,219.82079,1.0,899.39453,207.54926,1.0,903.6287,174.04428,1.0,959.3582,120.693886,1.0
720,888.30835,258.19443,1.0,906.9688,235.88054,1.0,878.41516,236.45755,1.0,920.99286,225.30771,0.93691236,867.5007,219.3727,0.9972059,899.3766,207.55434,1.0,903.68134,174.04678,1.0,959.40704,120.70835,1.0
721,892.7591,264.25504,1.0,909.77997,237.72655,1.0,884.07306,238.48587,1.0,921.6849,226.2835,0.91452575,869.52673,224.17654,0.9953324,899.58875,208.86353,1.0,904.6414,173.43364,1.0,958.6524,120.088005,1.0
722,890.8295,263.63358,1.0,910.28064,237.3503,1.0,883.8698,236.06627,1.0,922.17596,225.23238,0.9085745,868.3068,221.78256,0.99319124,899.84546,208.49329,1.0,904.395,174.749,1.0,959.57605,120.57818,0.7761182
723,888.5227,260.2423,1.0,909.61005,237.64645,1.0,884.4327,236.07814,1.0,922.54846,226.36632,0.9249946,868.9558,221.80154,0.9670001,900.7998,209.10085,1.0,905.91504,173.814,1.0,956.5198,121.40642,1.0
724,884.11584,259.8994,1.0,908.5989,238.78731,1.0,885.1311,233.27017,1.0,921.59546,228.02673,0.964869,869.0397,220.76213,1.0,901.78546,208.15988,1.0,905.776,173.89061,1.0,810.3262,846.7516,0.71908134
725,880.71405,256.6298,1.0,907.7375,238.30565,1.0,880.78644,230.95569,0.95834255,921.38293,227.7617,0.96617913,868.82,216.04962,1.0,902.0078,207.2208,1.0,906.22076,172.57756,1.0,813.221,837.84656,1.0
726,879.0927,254.81842,1.0,907.06494,237.7934,1.0,874.73883,226.46353,0.91835284,920.22406,227.45049,1.0,868.86206,209.42065,1.0,902.53546,206.23547,1.0,905.72974,173.6562,1.0,956.9487,122.377396,1.0
727,878.06165,255.12521,1.0,904.76764,239.4854,1.0,871.62866,228.74371,0.8998033,917.99884,228.47879,0.9889938,867.8437,209.80225,1.0,901.5157,206.90424,1.0,906.37897,173.1533,1.0,958.33997,121.701065,1.0
728,874.92255,253.49615,1.0,903.8677,241.83455,1.0,880.23346,233.62794,1.0,917.48285,230.91928,0.92530686,866.7622,216.2774,1.0,900.549,207.75099,1.0,906.7621,172.16832,1.0,959.3243,121.15894,0.9086188
729,871.7525,252.20937,1.0,902.63165,239.24243,1.0,875.6678,229.30563,0.92439365,918.4965,229.97247,0.9357676,868.61206,212.49335,1.0,901.3779,207.97781,1.0,905.7105,173.09232,1.0,957.82275,121.36692,1.0
730,869.2252,252.46622,1.0,902.3015,239.44917,1.0,875.4481,229.27016,0.9507427,918.2174,230.16469,0.92008156,868.5272,212.05615,1.0,901.3151,207.80998,1.0,906.9498,172.79474,1.0,958.17017,120.9711,1.0
731,869.11896,251.42155,1.0,900.7127,238.75577,1.0,873.7635,226.21796,0.9647399,915.48206,230.68898,0.9618534,867.96375,210.67574,1.0,901.56104,207.58752,1.0,905.36346,174.46921,1.0,957.919,121.512985,1.0
732,868.8084,250.55768,1.0,900.7822,237.86989,1.0,873.68,225.4724,0.976513,915.13104,229.54996,0.9783568,867.74115,209.86331,1.0,901.1084,206.72768,1.0,906.4238,172.98137,1.0,958.08246,121.53496,1.0
733,868.92584,250.96617,1.0,900.454,237.3058,1.0,870.5896,227.27834,0.9908413,915.58856,227.93175,0.99294394,867.0233,209.7777,1.0,900.4038,206.45787,1.0,908.0507,172.37468,1.0,959.10004,120.48513,1.0
734,869.4383,250.8769,1.0,901.9429,235.47058,1.0,870.68506,228.25175,1.0,917.1801,226.36777,0.8869068,866.61536,210.60187,1.0,900.7704,205.92226,1.0,906.8266,172.8294,1.0,958.6343,121.85961,1.0
735,869.7563,250.42584,1.0,901.977,234.58731,1.0,874.184,226.1273,1.0,917.8261,226.09596,0.9147131,867.01,209.56804,1.0,901.45935,205.77669,1.0,907.9705,172.5396,1.0,957.59155,121.79836,1.0
736,870.4268,251.25906,1.0,900.747,234.62204,1.0,868.16095,227.30412,0.9960845,917.1209,227.44678,0.9671661,866.60046,207.91493,1.0,902.0741,205.96669,1.0,907.9563,173.5499,1.0,957.97125,121.386795,1.0
737,870.39856,250.90077,1.0,902.7602,234.34981,1.0,871.31433,225.59926,0.9720533,918.34784,224.89136,0.88401544,866.1282,208.17308,1.0,901.2596,206.2896,1.0,907.7797,173.2513,1.0,650.71063,691.29877,1.0
738,870.292,250.64363,1.0,901.1099,236.58821,1.0,872.55237,227.43521,1.0,916.15594,228.04596,1.0,866.9431,211.00067,1.0,900.96344,206.28214,1.0,906.4599,172.99313,1.0,958.9497,120.54926,1.0
739,870.1699,250.84273,1.0,901.1004,236.54802,1.0,872.22394,227.49573,1.0,916.1784,228.03508,1.0,866.83685,210.67099,1.0,901.05206,206.25728,1.0,906.4686,172.98074,1.0,958.89575,120.5518,1.0
740,870.2712,250.2609,1.0,900.6535,235.94351,1.0,874.14014,224.67941,1.0,915.7035,228.09795,1.0,867.2322,209.88293,1.0,900.8281,205.45119,1.0,906.50604,172.59634,1.0,957.5082,122.012115,1.0
741,870.5752,249.68199,1.0,900.86993,236.07089,1.0,875.04364,224.88545,1.0,915.72943,228.1487,1.0,867.36316,210.36674,1.0,900.72894,205.45107,1.0,906.49786,172.54355,1.0,957.51135,121.95528,1.0
742,870.74976,250.48615,1.0,900.7272,235.9604,1.0,868.4761,226.81631,0.96783775,916.23096,228.1757,0.98885655,866.4597,209.10966,1.0,900.99646,206.35448,1.0,906.1769,172.71313,1.0,958.1292,120.94855,1.0
743,870.733,249.6512,1.0,902.8177,232.39531,0.9652618,869.54865,226.10034,0.9769901,917.6468,223.90077,0.7377008,866.31714,208.61693,1.0,899.956,205.64944,1.0,906.16705,173.85114,1.0,957.44556,121.7558,1.0
744,870.9627,250.97658,1.0,900.31165,235.74496,1.0,866.648,227.26183,1.0,915.7105,227.04735,0.9900283,865.42883,207.85216,1.0,900.47485,206.50398,1.0,905.6484,174.62416,1.0,958.31964,121.53782,1.0
745,871.05695,250.70021,1.0,902.8469,233.60925,0.99731416,867.65295,227.64517,0.9984486,917.91516,223.50499,0.79022497,865.2776,208.7042,1.0,899.16943,205.64754,1.0,908.23737,172.50269,1.0,959.1257,120.92761,1.0
746,871.3267,250.72914,1.0,901.0578,235.71515,1.0,872.1394,224.97804,1.0,916.0349,228.1756,1.0,867.13165,209.21506,1.0,901.731,205.58682,1.0,907.82355,172.7491,1.0,958.0755,120.76709,1.0
747,871.5281,250.78613,1.0,901.0194,235.81161,1.0,872.24335,224.91496,1.0,916.0553,228.37532,1.0,867.1274,209.16106,1.0,901.84924,205.6684,1.0,907.7514,172.78485,1.0,958.19586,120.90236,1.0
748,872.1096,251.09218,1.0,900.9207,236.41733,1.0,867.39874,226.86198,0.97077703,916.3751,228.94385,1.0,866.57794,208.51247,1.0,901.3685,206.38588,1.0,906.7752,172.62839,1.0,958.9676,121.71429,1.0
749,872.13715,251.16672,1.0,900.71814,236.65724,1.0,867.18787,227.04335,0.9627229,916.1566,229.22258,1.0,866.4997,208.57465,1.0,901.274,206.4931,1.0,906.7834,172.4406,1.0,959.0594,121.72668,1.0
750,872.536,249.85329,1.0,900.0882,236.65685,1.0,868.2193,227.25339,0.9813483,915.37494,229.35019,1.0,866.81024,208.83772,1.0,901.17834,206.2983,1.0,907.1557,172.35243,1.0,958.34735,121.60576,1.0
751,872.51935,249.79657,1.0,900.06335,236.58984,1.0,868.19006,227.23856,0.97962934,915.3685,229.23375,1.0,866.81323,208.9561,1.0,901.12665,206.26407,1.0,907.04535,172.36531,1.0,958.6298,121.46081,1.0
752,872.1535,250.20108,1.0,901.4012,236.95593,1.0,872.9624,226.9052,0.9978826,916.3506,228.41537,1.0,867.28516,211.12263,1.0,901.33514,206.35797,1.0,906.2879,172.96098,1.0,958.8939,121.36119,1.0
753,872.1637,250.42749,1.0,901.45166,237.05252,1.0,872.4623,227.10873,0.98258954,916.6562,228.60956,1.0,867.0236,211.01775,1.0,901.3062,206.54921,1.0,906.3049,172.89699,1.0,959.0388,120.93668,1.0
754,872.511,249.88515,1.0,901.4515,235.9795,1.0,871.5694,225.50766,0.9681146,916.5118,227.9235,1.0,866.80035,209.1953,1.0,901.4615,206.26749,1.0,906.1388,173.36417,1.0,959.5874,120.32237,1.0
755,871.97736,250.44905,1.0,901.5353,235.90807,1.0,872.41693,225.01506,0.9790665,916.81525,227.93837,1.0,867.10223,208.17813,1.0,901.6601,206.10501,1.0,906.8942,172.5542,1.0,959.617,120.6612,1.0
756,868.27686,252.00845,1.0,900.933,237.9423,1.0,872.79596,226.96,1.0,917.14374,228.80437,0.9618841,866.9101,208.88724,1.0,901.97565,206.36514,1.0,907.4033,173.12598,1.0,958.87537,121.347824,1.0
757,862.5684,251.57812,1.0,899.63336,238.29858,1.0,874.13654,225.65492,1.0,915.26996,230.52904,0.97725356,867.68823,208.97049,1.0,902.9474,207.18796,1.0,908.8897,174.01099,1.0,958.14685,121.355064,1.0
758,858.75653,248.90115,1.0,896.1986,240.79584,1.0,869.8976,226.04512,1.0,916.0695,233.19002,1.0,868.02216,207.76833,1.0,902.4667,208.26509,1.0,909.21716,174.65019,1.0,958.398,121.8762,1.0
759,856.93353,248.95557,1.0,894.459,238.8456,1.0,870.4115,224.2661,1.0,914.43567,233.74591,1.0,867.942,206.35382,1.0,903.9542,208.18658,0.9849945,906.6383,176.73082,1.0,966.51654,720.05005,0.58900845
