scorer,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
bodyparts,Nose,Nose,Nose,Left_ear,Left_ear,Left_ear,Right_ear,Right_ear,Right_ear,Front_left_paw,Front_left_paw,Front_left_paw,Front_right_paw,Front_right_paw,Front_right_paw,Body_center,Body_center,Body_center,Tail_start,Tail_start,Tail_start,Tail_end,Tail_end,Tail_end
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
8413,305.62778,764.7825,1.0,259.24762,784.64795,0.86796594,284.29166,804.5117,1.0,255.25726,773.76117,0.96057606,277.31522,820.90393,1.0,248.26682,810.8408,1.0,222.63951,809.9752,1.0,208.26581,699.5123,1.0
8414,305.96173,762.47064,1.0,263.61987,779.3182,0.83588594,284.93787,803.3411,1.0,253.02,776.68274,0.9944299,277.80856,818.8635,1.0,249.22488,809.6048,1.0,222.72891,810.12134,1.0,208.02003,699.19165,1.0
8415,308.1917,760.8456,1.0,264.2557,779.4985,0.8366866,286.066,802.4397,1.0,253.52176,775.9228,1.0,278.81943,818.47363,1.0,249.8769,808.8249,1.0,223.43513,811.11945,1.0,207.92339,699.05566,1.0
8416,304.76947,759.21844,1.0,264.08936,781.41486,0.9014453,287.22726,802.4161,1.0,253.9601,776.01605,0.9983494,279.38303,818.4311,1.0,250.74478,808.9517,1.0,224.44173,810.81573,1.0,207.69205,700.3777,1.0
8417,299.83646,756.73553,1.0,262.81866,782.44324,0.9074206,287.65686,801.0652,1.0,254.40977,775.2637,1.0,280.35104,816.8173,1.0,250.62276,809.22723,1.0,223.88148,810.2464,1.0,207.84964,700.3385,1.0
8418,297.8095,754.15906,1.0,259.95184,784.5824,0.98490065,287.82758,799.2274,0.97788405,252.97731,776.1929,0.9972124,281.98575,816.9026,1.0,250.84445,810.9308,1.0,223.89423,808.51495,1.0,207.65724,698.6088,1.0
8419,296.78452,752.84955,1.0,260.61554,783.5835,1.0,287.9932,798.853,1.0,250.67108,777.0612,1.0,282.41122,816.359,1.0,251.72372,810.34393,1.0,224.25832,809.3648,1.0,207.63463,698.5079,1.0
8420,295.5763,753.63885,1.0,260.18283,783.3263,1.0,286.49734,796.867,1.0,250.3497,776.82874,1.0,283.0937,814.675,1.0,251.27565,810.3434,1.0,224.57056,807.4561,1.0,207.61903,698.53406,1.0
8421,295.5464,752.14276,0.9734801,260.9948,781.828,1.0,286.43787,791.8839,1.0,248.0063,777.1429,1.0,286.59387,808.8533,1.0,253.35233,810.6708,1.0,224.4831,809.0855,1.0,207.96652,699.71954,1.0
8422,297.39224,751.60266,1.0,263.24728,780.1577,1.0,288.39343,791.45667,0.9523984,248.41693,776.39795,1.0,285.972,806.875,1.0,255.25404,809.62036,1.0,224.68987,811.54675,1.0,207.95967,699.50214,1.0
8423,296.27756,753.5081,1.0,263.3718,780.70374,1.0,287.82297,791.3638,1.0,249.37845,776.39923,1.0,287.00934,807.2865,1.0,254.32979,809.5488,1.0,224.67133,812.26105,1.0,207.8923,702.9715,1.0
8424,295.1963,755.43463,1.0,261.71768,781.0977,1.0,285.60583,793.77924,1.0,248.46643,776.8994,1.0,285.71732,809.377,1.0,252.54764,810.84393,1.0,223.8875,811.9447,1.0,207.9558,702.87775,1.0
8425,293.19894,758.3848,1.0,258.46497,783.6597,1.0,283.87906,795.62286,1.0,247.6041,776.89813,0.96039706,284.47815,810.88904,1.0,250.88237,812.8139,1.0,222.77695,809.89655,1.0,207.68585,703.1885,1.0
8426,294.53772,758.486,1.0,258.84915,782.45325,1.0,283.97894,794.4773,1.0,246.83379,775.9322,0.9568292,284.9558,810.33496,1.0,251.14378,812.32465,1.0,222.43127,809.4567,1.0,207.68314,703.08325,1.0
8427,293.92383,759.2901,1.0,261.16852,780.2881,1.0,284.72998,792.8507,1.0,248.8184,776.64124,0.9864669,285.60397,808.1569,1.0,251.32126,812.3584,1.0,222.35614,810.41956,1.0,207.79141,702.3586,1.0
8428,294.0748,757.6576,1.0,261.5902,778.495,1.0,285.01306,791.57855,1.0,248.07993,776.1362,1.0,286.5314,806.72217,1.0,251.65933,811.3907,1.0,221.76878,810.11163,1.0,207.7818,702.3075,1.0
8429,291.34277,757.4827,1.0,262.80908,778.7996,1.0,285.30194,790.408,1.0,248.27933,774.8607,1.0,286.80807,807.57025,1.0,251.66965,810.5135,1.0,221.798,809.9747,1.0,207.68251,702.65704,1.0
8430,287.82877,758.2184,1.0,261.98022,779.6701,1.0,285.40732,791.19006,1.0,248.00453,775.4201,1.0,286.17477,808.911,1.0,251.10838,811.4123,1.0,221.69405,809.87573,1.0,207.60654,702.6913,1.0
8431,284.8824,757.2101,1.0,259.02252,781.00385,1.0,283.7087,789.84204,1.0,245.74336,776.68915,1.0,286.2023,807.869,1.0,251.56076,812.2382,1.0,221.88329,810.3719,1.0,207.72226,702.93945,1.0
8432,283.3058,756.1026,1.0,257.56992,780.0942,1.0,282.74527,789.01886,1.0,244.20811,776.79565,1.0,285.98425,807.9595,1.0,251.19548,811.65656,1.0,221.51654,810.2087,1.0,207.80368,703.0016,1.0
8433,280.68854,754.9827,1.0,255.32715,781.29236,1.0,282.66034,787.8144,1.0,242.74255,778.42084,1.0,285.81894,808.0494,1.0,251.04955,812.3203,1.0,220.96985,809.38586,1.0,207.36069,703.0169,1.0
8434,276.11243,750.3378,1.0,254.98172,778.9597,1.0,284.77515,782.4275,1.0,242.38657,778.66785,1.0,286.64352,804.238,1.0,252.2392,811.2031,1.0,221.05533,809.4921,1.0,207.29749,703.0531,1.0
8435,274.3179,748.1025,1.0,255.66367,776.9254,1.0,284.54803,778.02673,1.0,241.74712,778.4555,1.0,286.78763,799.82025,1.0,253.25027,808.647,1.0,221.93127,811.1877,1.0,207.91714,703.80347,1.0
8436,273.21744,743.4829,1.0,256.2098,773.6602,1.0,283.2881,774.9106,1.0,240.74895,777.7314,1.0,286.17142,796.2472,1.0,253.91655,806.96326,1.0,222.37938,811.07666,1.0,207.98152,703.7201,1.0
8437,273.2947,740.06647,1.0,252.31926,772.9326,1.0,281.3064,773.45935,1.0,239.6564,778.5753,1.0,285.64807,792.5556,1.0,254.33807,806.59296,1.0,222.40218,810.7772,1.0,207.63739,703.2293,1.0
8438,271.68863,740.0662,0.9936695,251.37312,771.6998,1.0,280.55026,772.633,1.0,238.70284,778.62445,0.9928019,284.63174,792.43494,1.0,253.9542,806.4627,1.0,222.5403,810.9826,1.0,207.5444,703.3394,1.0
8439,271.58875,741.5117,0.99236155,249.84042,773.3531,1.0,280.28986,775.6681,1.0,238.08029,779.3751,1.0,283.80002,795.03033,1.0,253.24084,807.13983,1.0,222.14328,810.2916,1.0,207.7059,702.36224,1.0
8440,269.8121,740.7512,1.0,248.84453,772.5325,1.0,279.52444,774.0283,1.0,237.58923,779.75696,0.98987037,283.5384,794.17535,1.0,253.49551,806.90375,1.0,222.0799,810.2807,1.0,207.5057,702.51245,1.0
8441,266.80307,738.0471,0.99931014,247.96773,773.62146,1.0,278.68872,772.8492,1.0,238.42365,780.9879,0.96911556,283.86697,792.9884,1.0,254.29985,807.19763,1.0,222.2709,810.0048,1.0,207.89339,702.8964,1.0
8442,264.44852,737.4997,0.921856,247.09372,774.15424,1.0,277.8785,773.5158,1.0,238.2333,782.4977,0.9414589,283.47778,794.34174,1.0,254.1085,807.4815,1.0,222.23357,809.842,1.0,207.68454,703.0557,1.0
8443,260.60696,741.0903,0.8833763,245.69417,778.9491,1.0,275.21997,774.03845,1.0,236.46323,785.4779,0.8913414,283.36154,794.7453,1.0,253.54486,808.3556,1.0,221.90015,809.09607,1.0,207.69835,703.7271,1.0
8444,256.59613,737.4254,0.86842203,240.83267,776.5664,1.0,272.8561,770.39264,1.0,234.11499,785.71497,0.94024473,282.46457,791.5749,1.0,253.51888,807.4844,1.0,221.7899,810.1534,1.0,207.70059,703.72925,1.0
8445,252.97359,737.3977,0.90212417,239.70825,775.76337,1.0,272.65765,769.41187,1.0,233.77719,786.85767,0.9756381,283.7703,792.1798,1.0,253.63756,806.9719,1.0,222.43095,810.59015,1.0,207.45483,703.7078,1.0
8446,250.28517,736.8812,0.8381474,240.02277,775.91547,1.0,271.76733,767.96375,1.0,234.1079,786.6581,0.9870146,283.83795,790.68964,1.0,253.68762,806.8022,1.0,222.70215,810.67303,1.0,207.42847,703.6665,1.0
8447,244.56616,737.5057,0.90327907,240.12016,775.2426,1.0,269.51648,763.64636,1.0,235.11902,786.88654,0.9887317,282.62616,787.0306,1.0,254.39426,807.13477,1.0,224.17065,811.2268,1.0,207.79512,704.0865,1.0
8448,242.25443,735.0249,0.8622166,240.09276,771.89355,1.0,268.65927,760.88794,1.0,233.52824,783.9186,1.0,281.7202,783.9199,1.0,254.70566,806.46643,1.0,224.5541,811.89545,1.0,207.95757,704.06396,1.0
8449,238.67426,736.1636,0.7340947,239.42255,770.4079,1.0,268.04623,755.6852,1.0,233.24513,783.4813,1.0,282.2881,779.6139,1.0,255.18317,805.1582,1.0,224.43196,811.85486,1.0,208.06384,704.14514,1.0
8450,233.71004,736.7072,0.5542057,239.80557,769.77814,1.0,265.20142,751.3357,1.0,232.33449,782.84485,1.0,283.413,775.84344,1.0,255.96129,803.976,1.0,225.42487,811.9104,1.0,207.59009,704.993,1.0
8451,230.08034,736.5941,0.6070129,238.70016,766.8756,1.0,264.18964,748.39453,1.0,234.4823,784.1296,1.0,282.7991,772.9983,1.0,257.19965,802.6378,1.0,226.64436,812.83844,1.0,209.01202,706.88257,0.7219809
8452,227.73706,733.12805,0.67850155,236.40233,764.1342,1.0,261.4686,746.3101,1.0,232.7516,783.12054,1.0,281.96545,769.91327,1.0,257.30905,800.9745,1.0,226.7746,812.3579,1.0,83.376396,376.169,0.1009199
8453,223.52873,730.29706,0.45889205,234.98381,762.27966,1.0,257.2283,745.2746,1.0,232.41304,783.11,1.0,281.33694,766.8899,1.0,257.24884,800.16766,1.0,226.41284,810.7994,1.0,83.601746,376.4937,0.11209757
8454,217.19707,728.9395,0.68250656,232.44867,760.23505,1.0,251.48476,741.2548,1.0,232.49483,779.97266,1.0,277.01123,765.3982,0.85189784,258.71783,798.8236,0.9830483,226.6375,811.58167,1.0,1039.897,350.40176,0.093299784
8455,214.58884,728.56866,0.5606666,227.95828,758.6505,1.0,249.67561,738.18756,1.0,230.81004,778.3449,1.0,277.05173,759.9465,1.0,258.85132,795.66394,0.9442828,227.89037,811.20074,1.0,1039.6095,347.06024,0.7453269
8456,208.73729,728.47894,0.8061493,226.44502,758.6558,1.0,247.60344,737.87445,1.0,230.88632,778.5218,1.0,277.45984,759.9964,0.98259604,258.03116,795.72736,0.9132703,227.29753,811.5105,1.0,1040.5741,344.34772,0.24378365
8457,203.48677,728.9769,0.9413531,222.19891,760.48175,1.0,244.95096,737.22406,1.0,227.86823,779.23004,1.0,277.63412,760.2272,0.97814226,258.38107,794.5277,0.8881913,229.66002,810.57886,1.0,209.4141,705.715,0.967934
8458,203.1312,735.1653,1.0,223.00012,760.66144,1.0,244.26758,738.4166,1.0,227.9037,780.7797,1.0,277.23196,760.1452,1.0,258.5752,794.6379,0.92836595,230.21315,810.592,0.9348831,209.15933,706.7107,0.89936703
8459,199.69061,736.40234,1.0,225.0532,762.6858,1.0,241.2209,738.66223,1.0,227.46623,782.88727,1.0,274.83392,758.2924,0.89885056,260.04077,794.0504,0.9336998,228.86977,810.75745,0.9043021,209.2402,705.7622,0.7401407
8460,198.77377,735.48706,1.0,224.8809,762.5355,1.0,241.35352,739.01654,1.0,227.02165,782.8434,1.0,274.0084,756.9772,0.94268024,260.6803,793.2735,0.95117795,228.87009,810.77454,0.9104502,207.36143,707.7609,0.59583807
8461,203.56914,730.28735,1.0,225.27689,760.37897,1.0,243.92688,738.3979,1.0,227.99464,782.72327,1.0,274.56168,757.46497,0.99604404,261.27097,793.8541,0.96497357,230.44016,811.057,0.7649076,988.6282,868.4652,0.37660897
8462,204.45163,726.1198,1.0,225.61906,758.20966,1.0,244.98958,733.6862,1.0,230.37392,779.63446,1.0,274.9007,754.9319,1.0,262.34024,792.05005,0.8521483,232.65125,811.5483,0.86110854,1040.1224,352.0632,0.65265673
8463,205.98817,724.08936,1.0,222.8642,754.4474,1.0,245.0332,730.28046,1.0,230.57394,779.50885,1.0,275.13638,755.06226,1.0,260.96176,792.5658,0.9091093,235.07318,816.8727,0.85162246,210.6748,711.16156,0.43303716
8464,204.77963,720.9879,1.0,224.43736,754.28815,1.0,241.79202,731.43097,1.0,229.70724,777.8643,1.0,271.93234,751.87494,0.9424139,259.95584,791.7994,0.98768646,240.35213,819.1882,0.6393492,365.9418,551.11475,0.10415349
8465,202.67706,719.37506,1.0,217.79007,751.8949,1.0,242.26675,729.6439,1.0,227.39351,779.3529,1.0,272.37268,752.34436,1.0,258.54538,791.9001,0.99980026,239.76761,818.8159,0.8570128,956.95044,641.3219,0.62976074
8466,202.28455,719.77155,1.0,217.1264,751.7288,1.0,241.11687,729.83606,1.0,225.68704,780.0282,1.0,272.17624,752.07983,1.0,257.9091,791.54675,0.99849206,239.89728,818.64856,0.819821,352.2446,559.88354,0.9158709
8467,204.94624,719.2653,1.0,217.28217,754.0887,1.0,241.41074,729.7521,1.0,224.58896,780.0828,1.0,270.75244,752.1917,1.0,257.15884,791.2009,0.9935145,240.75537,820.454,0.82854736,1059.2845,930.78845,0.1877356
8468,203.98396,720.9679,1.0,217.97145,753.50116,1.0,241.17464,729.9547,1.0,225.75839,779.4213,1.0,270.97787,752.47577,1.0,257.42883,791.3354,0.99399316,241.0844,820.8883,0.84853756,1058.3939,931.67145,0.14728418
8469,202.63228,722.91547,1.0,220.30852,756.17645,1.0,243.07268,732.3238,1.0,227.87645,781.1115,1.0,272.15,753.9104,1.0,258.74423,792.28503,0.98581165,243.13301,821.6715,0.9432174,371.89636,74.413734,0.09927081
8470,203.17361,724.7152,1.0,219.4192,756.9927,1.0,242.49763,728.9851,0.95222104,229.22522,782.3056,1.0,272.94278,754.07477,1.0,260.13083,792.6592,0.9768371,248.9404,822.2501,1.0,1041.0236,350.64194,0.052316487
8471,199.84068,724.9556,1.0,222.88387,756.8326,1.0,241.82109,733.51355,1.0,230.758,784.2277,1.0,272.16794,754.5551,1.0,262.98065,797.0228,1.0,258.22922,831.1673,0.9572818,1039.473,347.12302,0.12261168
8472,199.76335,722.72174,1.0,221.09239,757.4586,1.0,241.69595,733.6535,1.0,230.60153,786.88336,0.93749756,272.63327,756.33826,0.9324698,264.26526,798.9748,0.98442215,267.8751,838.0865,0.5477668,211.95122,812.8358,1.0
8473,199.10184,724.15845,1.0,221.32787,761.142,1.0,241.88156,736.7227,1.0,230.81812,788.7447,0.9682351,272.6217,757.4114,0.931593,265.0028,799.7488,0.98233265,275.2402,836.3124,1.0,215.51175,825.71716,1.0
8474,197.1951,723.9292,1.0,220.58669,761.53345,1.0,240.61974,737.2451,1.0,229.01805,788.29156,0.9324296,270.28452,755.27057,0.9909874,263.5788,797.31226,0.97839904,279.869,831.68555,1.0,223.22925,836.57404,1.0
8475,196.90256,724.9223,1.0,220.40112,761.83936,1.0,239.71045,738.2314,1.0,228.72171,789.29004,0.7955354,265.7108,749.5939,0.9335205,266.44348,790.81885,0.8906824,289.23334,816.289,0.48039368,230.68533,841.0043,1.0
8476,194.13565,727.38086,1.0,220.85498,764.6528,1.0,238.43832,738.8309,1.0,242.10114,793.09503,0.72088337,263.6612,748.43896,0.85806286,270.40317,783.6398,0.65897465,301.20953,805.1143,0.699062,233.5912,842.9305,1.0
8477,193.34856,728.7212,0.96720415,221.80641,765.8511,1.0,238.00562,739.3959,1.0,246.68973,790.5661,0.872395,263.7776,746.21686,0.9028959,280.72467,780.7019,1.0,307.666,797.43353,1.0,242.75676,845.87195,1.0
8478,192.75923,726.6236,0.9754945,221.24023,764.83563,1.0,237.48035,738.7329,1.0,247.47684,790.46533,0.8908758,266.1619,748.18524,0.8576769,281.94522,780.95996,0.9928981,312.1754,799.16223,1.0,246.80974,845.7186,1.0
8479,191.37355,724.8023,0.97439736,221.58516,764.74194,1.0,237.42783,738.4396,1.0,249.23215,792.18024,0.8635221,266.5227,748.3463,0.86877143,283.698,781.4169,0.95448,313.70847,797.7004,1.0,247.16768,845.3553,1.0
8480,193.09746,720.6368,1.0,218.1023,761.25665,1.0,237.10083,736.20844,1.0,247.13802,788.878,0.9217189,264.89816,746.4581,0.84591633,282.74023,779.424,0.94083077,312.77112,792.967,1.0,256.88754,848.3655,1.0
8481,194.23912,716.334,1.0,216.40797,757.91797,1.0,235.91353,731.67175,1.0,244.80621,787.546,0.91504425,264.90796,745.42755,0.8958255,281.12866,778.96356,0.88130814,312.24377,792.0935,1.0,256.8174,848.3631,1.0
8482,192.41862,711.73627,0.99971485,214.97218,752.75995,1.0,237.87225,727.1663,1.0,241.68146,786.7465,0.8999397,264.53427,743.50903,0.9453234,279.48395,776.6743,0.8471571,310.67816,792.2285,1.0,256.76364,847.5218,1.0
8483,194.58804,705.1831,1.0,215.3256,748.97125,1.0,237.8542,723.935,1.0,240.56964,784.334,0.90829736,264.1447,742.0345,0.9590731,278.34738,775.8901,0.87305117,309.8389,792.0619,1.0,256.9061,848.83655,1.0
8484,195.6975,703.76636,1.0,215.12152,743.5811,1.0,237.46571,721.6131,1.0,236.21172,779.44403,0.8241115,262.66553,740.54443,1.0,275.9901,775.71185,0.9153885,307.3704,792.8541,1.0,258.10806,848.2971,1.0
8485,194.84401,702.4962,1.0,214.0644,742.015,1.0,237.77876,719.7158,1.0,234.96906,778.4964,0.87312204,262.72336,739.329,0.99775136,274.54642,775.39484,0.9152135,305.21854,793.7545,1.0,257.61566,848.4843,1.0
8486,193.35287,703.1049,1.0,214.27737,742.3017,1.0,235.04315,718.49146,1.0,235.82402,777.75287,0.9272495,260.90143,735.82776,0.95168245,274.92615,773.9198,0.95809096,304.82532,793.04126,1.0,256.13528,849.50256,1.0
8487,193.38927,701.0579,1.0,214.22675,740.79114,1.0,235.75807,717.99176,1.0,235.77222,776.8059,0.96898174,260.0761,734.97327,0.9690002,275.22073,773.14764,0.96285117,304.84192,792.57135,1.0,256.61395,849.46185,1.0
8488,192.94728,698.14813,1.0,214.62648,739.29553,1.0,235.21272,715.3962,1.0,235.02998,774.9106,0.9873894,260.32953,733.2083,0.98241085,274.7621,772.6616,0.9427108,303.8774,792.5409,1.0,260.72122,849.64386,1.0
8489,194.23729,694.0659,1.0,214.27931,735.90265,1.0,235.06229,713.47345,1.0,233.43906,771.75446,0.9204661,259.15225,732.4847,0.9512012,273.9953,771.77515,0.94465256,303.81305,792.06903,1.0,258.9598,849.2019,1.0
8490,196.43434,691.98315,1.0,214.27666,733.1948,1.0,236.85866,712.1601,1.0,233.29808,771.5202,0.913603,260.19003,731.39594,0.9647051,273.45154,771.61,0.9196261,302.49194,792.7472,1.0,258.75034,849.25323,1.0
8491,200.1919,697.9841,0.99471915,215.79767,736.7359,1.0,241.34106,711.76685,0.98579544,232.40683,772.5999,0.9757678,261.89334,733.91016,1.0,273.4076,773.35736,0.97494847,301.5098,796.7468,1.0,258.34573,852.65826,1.0
8492,199.50606,701.65894,1.0,215.84785,739.2944,1.0,239.63591,717.5144,0.9603518,232.918,774.3304,0.9659029,264.72235,738.1557,0.9899559,272.09064,775.2757,0.9328986,301.67746,797.462,1.0,257.9799,852.0519,1.0
8493,197.4641,705.1885,1.0,214.10733,741.1561,1.0,235.95116,717.2017,1.0,234.09904,775.55383,0.9674553,261.57422,735.11865,1.0,272.2735,774.722,0.9518271,301.6301,797.40576,1.0,257.94833,852.11945,1.0
8494,200.80661,711.0042,0.9800353,215.57237,743.99994,1.0,239.19736,721.56134,1.0,234.21596,775.43414,0.9840402,263.41113,734.8706,1.0,272.54095,773.82513,0.98358625,301.819,796.2924,1.0,259.16025,853.2708,1.0
8495,200.55515,710.91156,1.0,217.25363,744.6388,1.0,240.33575,721.8375,1.0,234.77484,775.20715,1.0,265.0853,736.1126,0.9569929,273.26654,775.15894,0.96366674,302.63184,796.7634,1.0,260.83914,853.8869,1.0
8496,199.61232,708.91504,1.0,217.46149,743.87103,1.0,238.93147,721.499,1.0,235.43277,776.089,1.0,265.6717,736.0791,0.9620247,272.37552,775.00775,0.98323387,301.6039,796.4037,1.0,258.2229,852.6192,1.0
8497,198.32217,707.1279,1.0,217.92801,743.8938,1.0,239.11479,721.4789,1.0,234.9952,774.99817,1.0,264.92993,735.1204,0.97121763,272.32413,774.5974,0.9870021,301.43814,796.4895,1.0,258.06622,852.37946,1.0
8498,198.30484,706.66815,1.0,217.24881,743.99005,1.0,239.08667,718.9103,0.96547276,234.80629,775.0336,1.0,263.90533,734.30585,0.9879457,272.4823,773.66534,1.0,301.57693,796.79785,1.0,258.3803,852.6551,1.0
8499,198.145,709.7788,1.0,220.61418,745.0383,1.0,240.96193,721.46484,1.0,236.09192,774.40106,1.0,266.4506,736.0197,0.97567374,273.33005,773.88434,0.9876978,301.6045,796.6662,1.0,257.83655,852.4933,1.0
8500,196.17667,710.85095,1.0,220.64905,745.1908,1.0,240.63586,721.46576,1.0,235.8578,774.1941,1.0,266.17108,735.90436,0.9745212,273.35715,773.80676,0.9887261,301.57318,796.6773,1.0,257.7037,852.6593,1.0
8501,195.33797,711.24524,1.0,220.84238,745.2733,1.0,239.76208,721.8395,1.0,236.77829,775.18536,0.97909445,265.8352,735.5797,0.9651412,273.71555,774.17017,1.0,301.6265,796.237,1.0,257.40955,853.1582,1.0
8502,195.41841,711.3579,1.0,221.27701,745.47455,1.0,241.29736,721.94446,1.0,236.6013,774.91516,0.98868036,266.20193,736.75586,0.9608841,273.86905,774.40283,0.9896973,301.64334,796.18304,1.0,257.37085,853.13184,1.0
8503,193.36351,710.9114,1.0,221.01294,745.35034,1.0,238.04134,720.37317,1.0,236.52274,775.1871,1.0,265.27527,735.78827,0.96273845,273.10507,774.7087,0.99725324,301.52216,796.9208,1.0,257.04648,852.1322,1.0
8504,192.06714,709.3876,1.0,220.14253,745.02606,1.0,237.63564,719.411,1.0,236.02281,773.75574,0.99888283,263.53717,733.0216,0.98719984,272.66272,773.3943,1.0,301.26938,796.67053,1.0,257.02087,852.1752,1.0
8505,192.01619,707.98145,1.0,218.10857,745.0889,1.0,236.56587,718.9804,1.0,237.00162,774.561,1.0,263.29498,732.34186,0.97785026,273.69696,773.202,1.0,301.1143,795.68146,1.0,257.69766,852.5299,1.0
8506,192.11333,709.2343,0.9897934,219.61949,745.3513,1.0,236.9716,720.4807,1.0,237.19955,773.7044,0.992305,263.16763,732.4618,0.9934815,273.66943,773.09607,1.0,301.01144,795.4423,1.0,257.64966,852.4905,1.0
8507,190.12871,717.0527,1.0,222.61688,749.3899,1.0,236.87881,721.6304,1.0,238.79126,775.9312,0.95691437,260.90228,732.87463,1.0,274.04843,772.18634,1.0,300.114,794.0882,1.0,258.40143,852.4361,1.0
8508,189.38237,721.21027,1.0,223.06407,751.824,1.0,235.91492,723.43616,1.0,239.80061,778.6834,0.9169764,262.07846,733.78564,1.0,274.24023,772.6536,1.0,300.14886,794.09033,1.0,258.2232,852.3231,1.0
8509,187.40474,725.8343,1.0,222.50587,757.90814,1.0,234.76607,727.21344,1.0,241.58937,781.1803,0.9587398,260.9771,732.9589,1.0,274.49512,773.16064,1.0,301.74304,794.82574,1.0,258.18173,851.79846,1.0
8510,185.3064,728.57135,0.91658026,221.0343,760.65643,1.0,234.09541,729.97504,1.0,242.36603,782.94666,0.9436626,260.53558,734.8142,0.99822617,275.03415,774.50116,1.0,302.95377,795.49243,1.0,258.18845,851.8908,1.0
8511,183.60313,734.50494,0.96208584,220.02206,761.7201,1.0,232.53363,728.1552,0.94760895,242.02353,784.6964,0.9009098,261.29156,739.1488,0.9602432,274.30396,774.6587,1.0,303.0899,794.92566,1.0,257.40887,852.13434,1.0
8512,181.57216,738.75385,1.0,220.35207,765.11743,1.0,232.43394,730.3716,0.8695774,243.32231,785.18274,0.8626526,260.40555,739.8011,0.98770785,274.65375,774.47394,0.99980956,303.04718,794.95374,1.0,257.3477,852.6758,1.0
8513,180.86052,741.1986,1.0,221.22528,767.7339,1.0,228.42668,737.5902,1.0,244.46793,784.8683,0.86391854,257.69485,740.2861,0.9353221,275.01474,774.37714,0.99158543,303.0026,793.7685,1.0,260.32013,855.14374,1.0
8514,184.30019,748.43506,0.9324883,223.7077,770.719,0.9915263,232.37971,739.71783,1.0,245.42442,786.7606,0.8884945,258.82416,742.1574,1.0,275.5772,774.96356,0.9658598,303.26422,793.4526,1.0,260.31363,855.21625,1.0
8515,186.90837,756.705,0.99082863,230.89024,772.2218,1.0,232.82722,742.86957,1.0,247.79456,790.43353,0.8198752,259.39304,742.6487,0.9116371,277.53387,776.47266,0.92722577,303.3574,793.7674,1.0,260.637,854.7941,1.0
8516,187.28569,760.1174,1.0,230.33995,775.48096,1.0,231.79344,745.7622,1.0,249.911,790.4696,0.82383376,258.02344,743.088,0.88475937,277.78314,776.20807,0.9436249,303.9392,794.6666,1.0,260.66165,854.629,1.0
8517,188.67952,766.8026,1.0,230.19792,779.7346,1.0,229.83801,749.0946,1.0,252.90714,791.59015,0.9032391,255.93987,742.76086,0.84627074,277.7592,776.5208,0.941624,304.82703,795.09045,1.0,260.15186,854.9832,1.0
8518,186.10583,772.25507,0.98957133,227.75209,782.17896,1.0,226.02118,753.5115,1.0,250.6995,791.87354,0.8854869,254.89217,741.0712,0.8234444,276.70227,776.241,0.9532738,305.32016,795.036,1.0,260.95465,855.23157,1.0
8519,185.97289,775.2356,1.0,227.48701,786.54517,1.0,224.18631,755.8738,1.0,253.49983,794.14606,0.9471363,254.61638,743.094,0.9143722,278.72318,776.6318,0.96062654,305.81784,795.402,1.0,261.62677,855.0212,1.0
8520,185.85231,778.1016,1.0,228.65404,787.79535,1.0,224.62776,758.2414,0.9805319,254.35898,795.0573,0.9336008,254.97684,744.9553,0.8974161,279.34647,777.3871,0.9966547,306.73605,795.4348,1.0,261.6552,855.3262,1.0
8521,186.99031,785.5667,1.0,229.10583,790.48267,1.0,224.94585,761.55536,1.0,253.41956,796.0047,0.9293231,253.974,745.8983,0.8246985,278.98215,778.71674,1.0,307.5923,794.4194,1.0,263.66824,856.02466,1.0
