"","Nose_x","Nose_y","Nose_p","Ear_left_x","Ear_left_y","Ear_left_p","Ear_right_x","Ear_right_y","Ear_right_p","Lat_left_x","Lat_left_y","Lat_left_p","Lat_right_x","Lat_right_y","Lat_right_p","Center_x","Center_y","Center_p","Tail_base_x","Tail_base_y","Tail_base_p","Tail_end_x","Tail_end_y","Tail_end_p"
"71",309.1892,835.46716,1,301.05963,876.18585,1,324.82056,857.3328,0.9671706,315.7138,904.94604,0.99813825,347.4561,863.09357,0.8821117,348.48483,894.6625,0.9804701,383.70673,908.5517,1,505.2294,904.57666,1
"72",308.70886,835.352,1,301.21292,875.9993,1,324.75525,856.8737,0.97921467,315.88614,904.87103,0.9980303,347.24252,862.90027,0.8713797,348.84958,895.06726,0.9681701,383.7063,908.1879,1,503.92773,904.68915,1
"73",307.96274,835.93787,0.99488264,301.17566,875.4337,1,324.8504,856.73785,0.9512178,315.96616,903.9774,1,347.08826,862.17694,0.86120266,348.8338,894.799,0.9776943,383.72488,908.2368,1,504.8734,904.54785,1
"74",308.5115,835.9943,1,301.24927,875.4412,1,325.47403,856.9523,0.9278285,315.72333,903.79004,1,347.51395,862.4317,0.8514591,348.68262,894.7714,0.98539424,383.58847,908.0045,1,504.9436,904.53955,1
"75",308.0929,836.6466,1,302.92053,875.16724,1,328.81345,855.75696,0.9648386,317.42627,904.50104,1,350.5075,863.8998,0.81532276,348.47372,894.8365,0.9262079,383.24612,907.6647,1,504.7789,904.27216,1
"76",308.3893,836.16376,1,302.77042,875.1606,1,328.74985,855.90735,0.97803533,316.99338,904.10754,1,350.49612,863.98047,0.8258327,347.97003,894.93,0.9417179,382.37753,907.73004,1,504.9078,904.3647,1
"77",308.42487,835.11206,1,302.60675,875.14075,1,328.36874,856.5007,1,316.76132,903.98816,1,350.26248,864.0649,0.81191367,348.31186,894.73834,0.9437105,382.4962,907.7916,1,504.914,904.2285,1
"78",309.48853,834.97375,1,303.5588,874.8933,1,329.74298,856.5091,0.9759321,316.37827,903.62317,1,350.9672,864.5963,0.82435215,348.36813,895.1132,0.9640617,382.7191,907.9046,1,503.62057,903.9166,1
"79",309.78033,835.7992,0.9764959,304.08716,874.73114,1,329.8715,857.34186,1,315.06403,903.1761,1,352.10004,865.62573,0.8313434,349.59067,896.68024,0.98343235,384.5734,908.02893,1,504.19006,904.4136,1
"80",309.99353,836.111,1,304.16266,874.6999,1,329.89078,857.22864,1,315.06323,903.1928,1,352.0729,865.6877,0.83292454,349.51825,896.65796,0.98470026,384.75598,908.0114,1,504.38104,904.3706,1
"81",309.55438,836.12897,1,304.2198,874.7144,1,329.7746,857.25916,1,315.04138,903.1491,1,351.66016,865.5387,0.83486474,349.38013,896.4856,0.9842873,384.1417,907.8692,1,504.65674,904.28394,1
"82",308.7919,835.9951,0.9906092,303.65997,874.71484,1,329.55722,855.7532,1,314.90952,903.51874,1,351.56467,865.5554,0.83775413,349.29675,896.27747,0.9749226,384.0944,907.9112,1,504.27478,904.25836,1
"83",309.86377,836.1582,0.9850004,304.5243,874.1133,1,328.87415,856.81366,1,314.04114,902.54297,1,350.61694,864.7058,0.8190526,348.37305,895.5503,0.9632352,382.37924,908.0091,1,505.73575,904.5385,1
"84",309.67664,835.6022,0.9989643,304.47894,874.05383,1,328.79913,856.691,1,314.00726,902.4697,1,350.6204,864.51385,0.81740844,348.3806,895.4187,0.9602532,382.40723,907.96204,1,505.66492,904.5328,1
"85",309.21677,837.4303,0.96088237,304.11026,874.59735,1,328.7449,856.9317,1,313.9172,902.85583,1,350.52414,864.7802,0.81391823,348.47937,895.58923,0.9620338,382.5334,908.086,1,505.6835,904.5185,1
"86",308.02637,836.7401,0.94877625,304.05157,874.5769,1,328.8654,856.9867,1,313.94882,902.88794,1,350.56128,864.75085,0.82244474,348.4964,895.57623,0.96061474,382.53598,908.0856,1,505.70523,904.50146,1
"87",308.15518,837.09766,0.9908102,304.19504,873.6195,1,329.92993,856.01245,0.9980558,315.0915,903.47314,1,350.28925,864.2546,0.8381156,348.49036,895.31274,0.9662742,382.9061,907.37805,1,504.95584,904.44806,1
"88",307.3406,837.0939,0.9795651,304.25403,873.57794,1,329.8839,856.06323,1,315.55453,904.2349,1,350.2603,864.2972,0.8449513,348.71674,895.23944,0.9466385,382.8511,907.4389,1,505.08023,904.505,1
"89",307.00867,837.5827,0.97876275,303.63547,873.6322,1,328.80466,855.9225,1,315.48874,904.22266,1,349.78052,863.89935,0.83984613,348.51318,895.1055,0.9445351,382.8451,907.42706,1,504.93555,904.4135,1
"90",306.11514,838.50543,0.9552469,302.8084,873.41144,1,328.21994,855.59985,1,313.89105,902.45776,0.9992349,349.59555,863.74384,0.8455167,347.59967,895.4313,0.9790762,382.83264,907.4065,1,504.6836,904.25946,1
"91",307.4628,839.0125,0.97404337,301.74118,876.0874,1,326.35834,856.7357,1,315.80762,904.4361,1,347.81482,863.7699,0.86127365,348.26624,894.8909,0.92532045,382.95868,907.65247,1,505.54868,904.4886,1
"92",307.8548,838.89526,0.9714075,301.76782,875.89325,1,326.64667,856.4901,1,315.4274,904.2558,1,347.83038,863.5927,0.84991103,348.13605,894.79755,0.9235261,382.92535,907.6988,1,505.63403,904.4955,1
"93",307.24686,838.392,0.9891151,301.92163,875.911,1,327.14368,855.9884,1,316.06506,904.2562,1,348.34576,863.1867,0.8410407,349.09528,894.94867,0.9201487,382.99612,907.76965,1,505.5114,904.5918,1
"94",308.42526,837.77734,1,301.92273,875.77313,1,326.6384,856.6173,1,315.95047,904.23474,1,348.37167,863.102,0.83228874,349.0752,894.94855,0.92189026,383.0237,907.7437,1,505.49182,904.60535,1
"95",306.94,837.5743,1,303.04294,874.53687,1,328.3889,855.9843,1,317.08627,905.1599,1,349.9285,863.66974,0.8147439,349.96167,895.1535,0.9450959,383.56235,907.4634,1,506.08142,904.6944,1
"96",307.91953,837.14905,1,303.20654,874.6573,1,328.48526,855.82654,1,316.4589,904.6731,1,350.03247,863.7035,0.8064589,348.99728,894.77594,0.95323706,383.58734,907.41156,1,506.1009,904.6964,1
"97",309.21198,835.8591,1,303.82123,873.9001,1,328.5923,855.77014,1,315.92877,903.687,1,350.09515,863.893,0.8122215,348.8718,894.7174,0.9661855,383.5124,907.3001,1,506.11987,904.68884,1
"98",308.69705,836.15753,1,303.9284,874.05054,1,329.0317,855.6026,1,315.6715,903.4375,1,350.24512,864.0863,0.81693155,348.8645,894.77203,0.96015644,383.52786,907.38074,1,506.07147,904.6397,1
"99",308.9185,836.1022,1,305.1466,874.73724,1,329.08728,856.409,1,315.4593,903.36786,1,350.7821,863.79425,0.81223094,348.64084,895.0049,0.9479084,383.30746,907.30646,1,505.8505,903.6049,1
"100",310.00034,836.03406,1,304.81696,874.56006,1,330.3015,856.41907,1,315.55988,903.45074,1,351.58853,864.0748,0.80225974,348.73257,895.1661,0.94967014,383.2371,907.31647,1,505.70514,904.90424,1
"101",311.6454,837.371,0.97356075,305.24542,876.7258,1,330.00192,857.2183,1,316.50024,904.68225,1,351.55365,864.89386,0.8458429,348.64838,896.19183,0.9887169,383.5468,907.1838,1,505.74832,904.8813,1
"102",316.50146,839.4347,1,305.72168,876.7762,1,331.66605,859.25,1,315.9234,904.3961,1,352.67587,865.5724,0.8521974,348.17886,897.3835,1,383.23315,907.03503,1,505.3761,904.5837,1
"103",320.8844,840.06104,1,306.84695,876.8416,1,334.38055,861.5415,1,315.71768,904.2244,1,353.737,867.50354,0.9123721,347.8906,898.3394,1,383.3441,906.98395,1,505.527,904.6263,1
"104",325.01624,836.26953,1,307.8347,873.15796,1,335.9316,862.1065,1,314.88657,902.8603,1,354.68225,867.68115,0.92047024,348.05417,898.1554,1,383.6242,906.62665,1,505.70297,904.57336,1
"105",326.93008,835.3511,1,307.88412,871.6976,1,336.48645,860.6829,1,314.85345,901.0526,1,354.07495,867.3613,0.905812,348.0387,897.5769,1,383.56418,906.55383,1,505.70865,904.5231,1
"106",326.705,834.5863,1,308.12326,871.7111,1,336.94766,859.334,1,316.0729,900.8243,1,355.16653,866.80286,0.90335643,349.2515,896.9118,1,383.78058,906.55414,1,505.73392,904.47345,1
"107",328.37805,832.8981,1,306.7854,871.1028,1,336.86716,860.00476,1,316.13434,900.6051,1,356.61786,866.1012,0.94277424,348.98645,896.3696,0.98827034,384.43558,905.981,1,504.84848,904.50446,1
"108",329.14386,832.1284,0.9846859,306.19714,871.2871,1,337.2175,859.5121,1,315.98746,900.2986,1,356.60974,865.9952,0.9443867,348.64236,896.05597,0.99104685,383.71088,906.1256,1,504.77887,904.50134,1
"109",329.53693,831.5374,1,306.63885,869.8705,1,337.2857,858.20886,1,315.31125,898.767,1,356.88474,865.50916,0.9169709,348.45538,895.3236,0.9840398,383.80096,906.10095,1,504.786,904.5224,1
"110",329.10162,831.2539,1,306.68243,869.6027,1,337.15225,857.80865,1,315.4188,898.86237,1,356.39078,865.4125,0.9026662,348.50766,895.1488,0.9841966,384.13,906.1804,1,504.86435,904.5043,1
"111",329.1648,831.9335,1,306.5763,869.97675,1,337.49655,856.78827,1,314.90005,898.6167,1,356.93472,865.1162,0.9034126,348.76657,896.82214,0.989467,383.711,906.5675,1,505.5759,904.0744,1
"112",329.09882,831.95966,0.99804217,306.58124,869.9485,1,337.57242,856.77014,1,314.8718,898.57513,1,357.0591,865.1613,0.9068403,348.7718,896.8474,0.9892979,383.6982,906.58044,1,505.51486,904.00885,1
"113",329.17004,832.0828,0.99072486,306.666,869.9334,1,337.43912,856.6267,1,314.89014,898.5267,1,356.7213,864.93787,0.89804316,348.6499,896.98224,0.9872379,383.74426,906.5738,1,505.5222,903.9871,1
"114",328.88437,830.7794,1,306.43726,869.7726,1,337.36917,856.5717,1,314.9336,898.9253,1,356.65417,864.98303,0.89785135,348.4016,895.1277,0.9784549,383.76154,906.5692,1,505.4242,904.01105,1
"115",327.5082,831.7092,1,306.14197,870.05914,1,337.87653,858.81506,1,314.58157,898.2083,1,356.54596,865.95526,0.9809619,348.25085,896.1036,1,383.3906,906.63214,1,504.89682,903.61536,1
"116",328.32632,831.74695,1,306.2749,869.8972,1,338.03165,858.491,1,314.79462,897.6347,1,356.8021,865.6054,0.9572445,348.42795,895.83496,1,383.4043,906.74426,1,504.9204,903.6088,1
"117",328.64987,832.3998,1,306.38565,869.97174,1,338.3548,859.18365,1,314.72842,897.58124,1,356.9941,865.5668,0.95169854,348.34354,895.9987,1,383.2889,906.7353,1,504.91852,903.6118,1
"118",328.54352,832.04297,1,306.4018,870.02185,1,338.39847,859.2078,1,314.65646,897.6868,1,356.92963,865.71295,0.95079905,348.3091,896.0151,0.9999936,383.26837,906.7307,1,505.16333,903.62274,1
"119",327.80103,831.9708,1,306.882,870.51215,1,338.57404,858.0419,1,314.9538,898.3098,1,357.38037,865.2665,0.9112181,348.6922,895.8936,1,383.63507,906.9746,1,504.9383,904.73083,1
"120",327.66092,831.87463,1,306.89786,870.4993,1,338.62814,858.04193,1,315,898.44806,1,357.45157,865.27844,0.90942746,348.696,895.81854,0.9935884,383.60617,907.01135,1,504.79855,904.567,1
"121",326.8441,831.2961,1,306.55554,870.3818,1,338.15222,857.82086,1,314.90518,898.5775,1,357.12787,865.1928,0.9037595,348.7357,895.48785,0.9843992,383.53494,906.94604,1,503.59894,904.6328,1
"122",326.95514,831.078,1,306.54944,870.3334,1,338.2161,857.8676,1,314.92154,898.6701,1,357.17093,865.2193,0.90338916,348.78064,895.5317,0.9771213,383.5814,907.0234,1,504.4551,905.60364,1
"123",326.67078,831.00037,1,306.6094,870.32324,1,338.25586,858.0194,1,314.92175,898.69885,1,357.16342,865.2642,0.90310615,348.83954,895.54095,0.97339594,383.70456,907.03986,1,504.47452,905.6285,1
