"","Nose_x","Nose_y","Nose_p","Ear_left_x","Ear_left_y","Ear_left_p","Ear_right_x","Ear_right_y","Ear_right_p","Lat_left_x","Lat_left_y","Lat_left_p","Lat_right_x","Lat_right_y","Lat_right_p","Center_x","Center_y","Center_p","Tail_base_x","Tail_base_y","Tail_base_p","Tail_end_x","Tail_end_y","Tail_end_p"
"2554",229.05894,810.74066,0.93967086,226.3192,851.23175,1,253.17111,832.1486,1,261.7035,888.59344,0.80701953,279.80185,843.4239,0.8932872,298.5628,870.14056,0.88378143,343.11652,863.8296,1,457.15973,847.6736,1
"2555",225.68748,799.7375,0.9069771,223.68877,840.1832,1,250.70934,821.7387,1,258.78632,877.9998,0.8480396,276.6433,834.13477,0.9603593,296.71814,862.23895,0.9920909,336.20853,856.84753,1,449.63782,832.81964,1
"2556",225.96933,799.6408,0.91354597,223.73392,840.21497,1,250.64049,821.7813,1,258.67035,877.953,0.85069996,276.59534,834.13245,0.95987165,296.70493,862.1768,0.9845491,336.2413,856.8376,1,449.64618,832.8224,1
"2557",225.49956,795.2787,0.9094024,221.35513,832.6942,1,248.76704,814.64594,1,253.15938,871.4198,0.78775626,273.86166,830.59174,0.93177915,294.02252,858.95703,1,333.71536,857.46094,1,446.23856,830.5165,1
"2558",216.35652,781.558,0.89017045,213.7552,818.87335,1,241.76611,801.1595,1,244.03183,860.2961,0.80334085,267.98224,816.9296,0.97818846,283.18884,852.9621,0.79609114,323.63876,859.66296,1,431.15158,856.76416,1
"2559",216.3594,781.5583,0.890259,213.75986,818.87445,1,241.7653,801.16296,1,244.02722,860.2917,0.8040714,267.97812,816.93274,0.98078156,283.2022,852.9571,0.7962653,323.60983,859.6674,1,431.15616,856.7827,1
"2560",213.19966,775.0301,0.9228221,213.87143,814.0595,1,240.40392,795.6552,1,242.5993,858.62054,0.75672925,267.28894,812.29346,0.9194635,280.27795,852.1859,0.78912055,318.39847,860.3561,1,430.64532,860.298,1
"2561",209.13083,770.5795,1,216.14825,808.80426,1,242.59923,788.17053,1,232.25552,845.7111,0.8631227,268.00623,807.2896,1,270.15485,849.6221,0.93641514,307.65366,867.39355,1,420.34653,864.19354,1
"2562",209.15335,770.4622,1,216.15974,808.8445,1,242.60196,788.1223,1,232.34637,845.77875,0.86471343,267.82904,807.3028,1,270.8592,848.31323,0.93598133,307.6397,867.37427,1,420.29822,864.20264,1
"2563",207.87576,770.79987,1,216.44122,807.85284,1,242.40848,786.31494,1,229.88437,840.8043,0.9492052,267.65506,804.94824,1,267.10052,846.8889,1,301.40073,868.6742,1,413.23303,874.80743,1
"2564",206.02664,770.42596,1,216.53822,807.3773,1,242.49135,785.31946,1,227.9019,838.4112,1,267.48538,803.52673,1,264.88763,844.798,1,296.988,870.8941,1,406.02426,875.00836,1
"2565",206.02655,770.4211,1,216.5607,807.3488,1,242.5512,785.2754,1,227.8968,838.4719,1,267.49933,803.5547,1,264.89102,844.7855,1,296.98944,870.8984,1,406.009,875.0069,1
"2566",206.0785,767.60297,0.88263965,215.08676,807.66406,1,244.56483,784.7026,1,227.1485,838.80927,1,266.3674,804.15234,1,265.43124,844.3031,0.99717444,297.63275,870.2762,1,406.91296,874.5092,1
"2567",216.05205,753.49835,0.8581409,211.53218,794.64825,1,244.56801,779.49396,1,223.90619,830.58875,0.94817656,263.13556,802.2141,1,264.20047,842.284,1,295.6544,866.00775,1,401.86517,872.04694,1
"2568",216.0885,752.7594,0.8986311,211.54428,794.65515,1,244.54837,779.4172,1,223.91544,830.606,0.9480162,263.14554,802.1573,1,264.22916,842.3121,1,295.7043,866.01263,1,401.94907,871.9422,1
"2569",222.65498,747.1807,0.91911453,209.88086,787.68024,1,241.32951,775.6354,1,221.5735,823.9757,0.94568175,260.8302,797.7769,1,261.17892,839.2096,1,290.34485,865.4043,1,398.36566,867.9918,1
"2570",230.50772,731.3031,0.98715746,210.5258,768.452,1,242.28387,764.51605,1,211.32463,802.7678,0.91118497,254.73042,789.2818,1,247.75127,826.9188,1,276.94333,860.2023,1,389.99072,872.8484,1
"2571",230.4306,731.35834,0.9874804,210.43298,768.653,1,242.32378,764.559,1,211.33209,802.83307,0.913679,254.7767,789.3291,1,247.79973,826.93774,1,276.95343,860.1896,1,389.96487,872.87,1
"2572",233.37611,725.5596,0.9500838,212.97324,759.9636,1,244.32619,758.2905,1,210.41731,790.98456,0.96976155,253.2334,783.0549,1,241.32933,818.99384,1,271.95596,852.5594,1,381.55737,874.2199,1
"2573",233.80516,709.1701,0.91991675,216.95448,742.92596,1,248.39633,741.1524,1,214.92842,773.8666,0.91029257,258.52594,768.4465,1,244.83624,805.6563,1,268.4897,843.9644,1,376.48898,864.8035,1
"2574",233.80168,709.15155,0.9194882,216.94676,742.92096,1,248.41173,741.1321,1,214.94313,773.88196,0.9118251,258.82504,768.4006,1,244.86615,805.59283,1,268.536,844.0228,1,376.49808,864.81506,1
"2575",234.7164,701.5919,0.95019835,214.74226,736.0921,1,247.25131,732.6148,1,214.67882,765.8715,0.91204995,260.01846,763.34906,1,243.12604,801.3975,1,263.8803,840.9684,1,368.3618,870.11804,1
"2576",224.29901,683.57056,0.989258,209.26656,718.1243,1,243.35757,709.90857,1,212.9994,751.8039,0.9212459,255.7734,740.2489,0.909389,240.85649,785.6768,1,252.10675,830.70026,1,354.92322,863.7878,1
"2577",224.34688,683.52545,0.99012077,209.23386,718.1798,1,243.32912,709.7714,1,213.00041,751.881,0.9165329,255.78233,740.1668,0.90939116,240.55609,786.7048,1,252.10298,830.70056,1,354.8672,863.7935,1
"2578",219.08469,675.79944,0.9469652,208.212,711.22534,1,242.75389,701.3375,1,214.46013,745.01056,0.91191554,256.92303,731.0879,0.8612089,241.518,776.61755,0.9886019,248.37782,823.0989,1,349.4978,862.89325,1
"2579",216.01929,663.4515,0.9218939,206.36629,698.74414,1,238.03728,689.2472,1,206.28033,731.53033,0.9000471,250.85754,719.621,0.9872161,235.52461,761.44196,1,240.16975,805.7733,1,342.84583,848.26715,1
"2580",216.04933,663.4278,0.9211792,206.37195,698.75287,1,238.06471,689.2469,1,206.53294,733.17993,0.9025537,250.8542,719.64417,0.98760873,235.45154,761.3787,1,240.17422,805.7705,1,342.867,848.29083,1
"2581",214.46742,657.97546,0.9985968,207.60493,693.7895,1,236.83218,684.5792,1,205.5489,726.30536,0.91153616,250.35298,714.52277,0.8472158,232.9706,755.8146,1,242.15756,798.9818,1,340.13596,851.65875,1
"2582",211.79758,655.35486,0.9271299,206.91995,689.6977,1,236.74951,681.5104,1,205.42455,722.6513,0.9458484,250.48618,710.7832,0.96153224,231.56311,750.0655,1,244.93338,792.53925,1,339.89374,849.72437,1
"2583",211.77596,655.35004,0.92713517,206.92809,689.6852,1,236.75072,681.5134,1,205.43097,722.58923,0.9466576,250.48299,710.6979,0.96489483,231.61565,750.0063,1,244.94263,792.58624,1,339.88046,849.72156,1
"2584",204.08812,654.9658,0.963301,206.38959,689.53644,1,237.19823,677.3238,1,208.07765,720.2861,0.9860732,251.24158,703.9592,1,236.39719,742.93805,1,251.28568,781.30176,1,345.98907,840.7908,1
"2585",197.31308,656.2112,1,207.66966,692.8138,1,237.16753,677.38293,1,209.99535,720.52515,1,251.94452,703.244,1,239.1292,741.3727,1,254.21791,778.1207,1,349.81656,832.2878,1
"2586",197.11296,656.19037,1,207.64987,692.1109,1,237.16444,677.2983,1,209.9206,720.0608,1,251.9498,703.1871,1,239.15201,741.194,1,254.20264,778.10724,1,349.8208,832.2929,1
"2587",195.2161,654.62616,1,208.02017,692.7792,1,235.92163,676.1473,1,210.68867,720.1479,1,251.76894,700.6461,1,239.60495,739.68536,1,255.13968,775.22003,1,349.8639,833.9332,1
"2588",192.32285,645.84546,1,209.59695,684.8516,1,236.22894,668.1162,1,213.87868,713.7854,1,252.38354,693.41583,1,240.48357,736.2261,1,253.8501,771.6099,1,346.72458,836.2727,1
"2589",192.31831,645.8425,1,209.582,684.84174,1,236.16394,668.1406,1,213.86694,713.8142,1,252.39189,693.4351,1,240.48021,736.2362,1,253.84856,771.6165,1,346.652,836.3001,1
"2590",192.34142,641.47626,1,209.4242,681.9017,1,237.85622,662.0012,1,212.7042,710.059,1,252.02959,687.8703,1,240.6825,733.5608,1,253.31522,769.5831,1,344.08264,837.97186,1
"2591",210.27602,627.7068,1,209.63092,666.1303,1,241.83345,654.9225,1,209.64545,695.371,0.9693701,252.56921,684.38153,1,239.46954,725.6526,1,246.98392,764.4401,1,331.8923,840.6975,1
"2592",210.25702,627.7243,1,209.62047,666.21375,1,241.8348,654.9303,1,209.64854,695.47626,0.96911484,252.5917,684.4041,1,239.47667,725.67944,1,246.98558,764.4428,1,331.90054,840.70825,1
"2593",221.47461,623.92706,0.9780884,208.89647,660.3318,1,243.52336,653.3437,1,208.81087,689.3663,0.96438795,252.71585,680.8932,0.9419274,238.63568,719.3231,1,245.12086,759.93274,1,326.2841,838.1093,1
"2594",230.39827,608.05145,0.9849703,209.62378,643.3629,1,242.19969,640.3126,1,206.80482,674.86206,0.88978505,251.5765,670.9993,1,235.80634,709.1565,1,240.92343,750.73724,1,320.69174,825.8886,1
"2595",230.40074,608.05316,0.98531276,209.62808,643.36224,1,242.19855,640.3162,1,206.77734,674.8145,0.8893077,251.56932,670.99634,1,235.81989,709.07715,1,240.90999,750.73474,1,320.6888,825.8876,1
"2596",230.87917,602.64813,1,212.05432,633.90607,1,241.81621,634.63074,1,205.8873,664.0645,0.8839793,250.55106,663.18896,0.9909899,233.01848,702.09937,1,237.877,744.72943,1,318.1411,822.523,1
"2597",229.0183,590.06244,1,208.45988,619.853,1,238.83679,620.6265,1,203.19347,651.0072,0.89766806,249.14287,648.6584,0.9379109,227.71468,685.6421,1,237.4188,729.9224,1,312.8638,816.05133,1
"2598",228.97786,590.0483,1,208.44394,619.83185,1,238.83073,620.52954,1,203.19,651.0062,0.89727455,249.12285,648.5293,0.9432757,227.70515,685.6049,1,237.41464,729.9153,1,312.88824,816.02606,1
"2599",228.47551,579.24243,1,207.05005,610.9039,1,237.35802,612.22577,1,204.20818,643.029,0.9322199,249.18231,639.9658,0.991794,227.52325,675.348,1,239.50261,718.78064,1,318.24493,805.02234,1
"2600",226.67845,562.2412,1,207.40921,593.7551,1,238.09392,591.5129,1,206.61244,625.86395,0.94491917,251.11975,622.3318,1,231.42067,658.6757,1,241.21317,701.58606,1,318.1053,788.2747,1
"2601",226.65524,562.241,1,207.39034,593.776,1,238.10013,591.4792,1,206.46243,625.83905,0.9510321,251.11511,622.3054,1,231.39354,658.66504,1,241.22371,701.59924,1,318.1224,787.94904,1
"2602",224.1466,555.3634,0.99242604,206.14262,584.9651,1,237.5034,581.2088,1,204.59836,616.0246,0.8872172,250.26567,611.0809,0.9785351,232.06664,647.8925,0.90773815,238.48608,696.86487,1,313.04834,785.72144,1
"2603",225.29858,536.8121,0.9962331,206.48085,566.87,1,238.49565,564.1996,1,203.96953,599.011,0.92019606,249.75618,594.49023,1,228.96472,631.62836,0.9672528,229.45251,677.3041,1,292.77756,778.1955,0.77383935
"2604",225.34583,536.83466,0.9988961,206.48103,566.8746,1,238.51341,564.22736,1,203.9624,598.95074,0.9209584,249.77527,594.5019,1,228.97139,631.54614,0.9689374,229.3109,677.0878,1,292.842,778.2322,0.78071
"2605",233.38884,529.7338,1,209.38669,555.9488,1,239.57222,556.69855,1,200.55618,585.07947,0.9520075,247.93954,589.38324,0.9593658,223.48267,622.4198,1,225.72089,669.9999,1,287.56363,771.05865,1
"2606",241.47174,516.71375,1,215.6563,539.0011,1,244.29132,543.8183,1,204.19469,567.13477,1,249.22513,574.3067,1,223.33939,606.8175,1,232.1523,651.7031,1,285.24097,760.40875,1
"2607",241.48477,516.70593,1,215.79387,539.01855,1,244.32654,543.8339,1,204.31721,567.1274,1,249.26033,574.26984,1,223.358,606.85114,1,232.12021,651.7306,1,285.29572,760.29376,1
"2608",244.86649,512.28296,1,217.13719,533.1093,1,246.90428,539.6229,1,207.12398,560.89764,0.872685,249.51195,564.5705,1,227.60493,598.0607,1,237.45671,639.0309,1,293.31323,748.8272,0.8846218
"2609",250.37692,499.23224,1,223.17776,521.19305,1,252.31946,526.46765,1,213.01764,549.47974,0.99292314,256.48648,556.2735,1,231.96503,588.2148,1,238.20634,627.91345,1,291.35672,735.4936,1
"2610",250.36163,499.2132,1,223.08722,521.20056,1,252.2892,526.47455,1,213.01318,549.55115,0.99410117,256.5104,556.2585,1,231.97523,588.2596,1,238.19022,627.9581,1,291.5146,735.54895,1
"2611",247.94781,489.03796,0.994089,223.3121,514.5825,1,254.22096,519.2165,1,212.85275,543.64233,0.92323184,259.85294,551.7528,1,233.29897,583.22144,1,236.42877,624.55457,1,283.03003,737.4161,1
"2612",243.61095,471.8612,0.99550664,223.06297,500.11856,1,254.2413,501.41583,1,213.81895,530.6467,0.93418974,259.67786,534.3796,1,232.6584,570.0441,1,226.27605,613.43536,1,261.80432,732.79456,1
"2613",243.65662,471.87744,0.99688447,223.05522,500.11044,1,254.21318,501.4386,1,213.80267,530.6508,0.9341535,259.68588,534.3896,1,232.66069,570.02936,1,226.41277,613.26904,1,261.7884,732.78894,1
"2614",241.79839,461.6225,0.96733797,223.3545,490.6314,1,252.47856,490.31226,0.9689935,214.51628,521.452,0.94059384,258.87238,525.4317,0.88331735,234.6375,561.6304,1,222.904,603.2227,1,249.00342,727.6148,1
"2615",239.48782,443.48383,1,218.0298,469.22787,1,247.88777,473.03912,1,208.8919,500.06845,0.91887724,253.74052,505.6529,0.8871779,230.86218,543.8161,1,224.15329,584.2389,1,250.33403,703.82025,1
"2616",239.4783,443.47946,1,218.03699,469.2461,1,247.87776,473.0236,1,208.87271,500.07562,0.9199663,253.81587,505.54,0.8875699,230.87251,543.78723,1,224.16649,584.2344,1,250.08592,703.8856,1
"2617",237.89421,438.24594,1,215.39247,462.27872,1,245.4802,464.91812,1,208.17374,491.0832,0.91787463,252.04652,496.81238,1,228.22154,531.3392,1,226.7693,577.3658,1,261.9301,693.1158,1
"2618",231.5067,418.38626,1,209.94162,445.55994,1,241.38235,445.58356,1,207.10649,478.91718,0.87053597,250.656,477.1292,0.87617165,229.90741,513.4128,1,237.02751,556.59424,1,265.1506,678.6444,1
"2619",231.51688,418.39615,1,209.96606,445.5674,1,241.40536,445.6845,1,207.1223,478.8755,0.8723893,250.6823,477.05508,0.8784042,229.93369,513.3958,1,237.01541,556.6099,1,264.12222,679.0642,1
"2620",225.60365,411.097,0.8644699,208.38574,437.3316,1,240.44902,434.7607,1,207.90775,466.47543,0.91909474,253.36826,466.84937,0.968673,232.2868,503.70746,1,238.99739,547.9133,1,273.7957,665.1903,0.23036975
"2621",225.62747,394.6923,0.9182817,206.31326,421.57443,1,240.58229,417.83057,1,206.23,452.6698,0.90606517,251.15916,450.02084,1,232.7654,488.7604,0.9837639,236.57953,534.65784,1,275.88412,652.6247,1
"2622",225.61441,394.68665,0.9197776,206.32535,421.6505,1,240.47353,417.8146,1,206.23146,452.645,0.90547556,251.00813,450.18234,1,232.76332,488.94113,0.9816609,236.54071,534.8582,1,275.88123,652.60767,1
"2623",223.33485,383.1011,0.9880229,207.41821,412.70016,1,238.532,408.4048,1,206.17725,447.6819,0.8554905,250.65176,441.7116,0.79618764,231.85648,481.7004,1,232.08829,524.5215,1,267.199,647.8743,1
"2624",224.05266,367.31076,1,205.89455,395.27423,1,235.15848,393.78275,1,199.18224,425.44174,0.8714672,247.46817,426.86642,0.83654463,227.09267,466.55295,0.98986167,230.13454,511.90875,1,263.67084,635.72107,1
"2625",224.01918,367.3208,1,205.90974,395.25714,1,235.2263,393.5618,1,199.23392,425.4469,0.87018234,247.43001,426.71066,0.8391187,227.11578,466.4701,0.98974293,230.07475,511.94183,1,263.66833,635.7294,1
"2626",224.73158,366.00174,0.9348259,204.09332,387.7859,1,235.45334,390.8583,1,198.47357,418.74042,0.92709714,243.72374,421.13016,0.98626447,222.47334,457.93466,1,228.41985,505.61826,1,264.27652,626.74097,1
"2627",226.7353,366.19278,0.9654293,204.00671,387.51074,1,235.46762,391.48065,1,197.18271,417.49112,0.99307066,244.0461,417.31815,1,223.35463,452.18268,1,231.26018,498.20337,1,267.25186,621.064,1
"2628",226.72269,366.18637,0.96453285,203.9947,387.5039,1,235.47862,391.47388,1,197.18382,417.50183,0.9925347,244.08119,417.34656,1,223.36206,452.19547,1,231.25978,498.20038,1,267.1449,621.09735,1
"2629",232.1783,360.71503,1,207.704,384.30664,1,237.54256,388.49997,1,198.88719,411.9969,0.9197805,245.70358,416.82132,1,225.55096,449.47098,0.98214155,236.64914,492.5093,1,281.58893,609.77985,1
"2630",235.90073,359.98297,1,210.46127,380.90198,1,241.35548,384.74506,1,201.9181,409.23276,0.99015623,248.47731,412.02924,1,226.68866,445.91052,1,237.55458,489.27905,1,281.21695,606.955,1
"2631",235.90111,359.98544,1,210.46338,380.904,1,241.34177,384.75018,1,201.87773,409.29865,0.9902494,248.49722,412.10895,1,226.68417,445.9689,1,237.54224,489.29782,1,281.2149,606.94635,1
"2632",234.62967,358.79147,1,211.11844,379.8615,1,242.01909,383.97482,1,201.74446,408.39346,1,248.3402,409.93237,1,226.14746,444.0534,1,237.45766,486.4513,1,274.0126,606.5186,1
"2633",234.83093,358.8409,1,210.54704,378.38077,1,241.77522,383.69913,1,201.13657,407.64233,0.9875547,248.19849,409.43555,1,226.69313,443.19086,1,237.67836,485.10474,1,278.3274,604.21204,1
"2634",234.83226,358.84027,1,210.54861,378.37997,1,241.77602,383.70294,1,201.14502,407.60034,0.9880374,248.20079,409.44232,1,226.67763,443.17294,1,237.68553,485.1274,1,278.3314,604.2209,1
"2635",237.8886,362.58426,1,209.65018,380.4831,1,240.41519,387.06564,1,200.83026,408.34604,1,248.03813,412.3888,1,228.50555,442.42142,1,238.81017,485.02963,1,279.1272,605.0533,1
"2636",250.57466,372.5565,1,215.50098,383.04742,0.9523356,244.62286,393.3904,1,203.52121,410.7057,0.9083514,248.17139,418.3298,1,227.7723,445.53638,1,238.56407,486.7256,1,285.46445,603.35406,1
"2637",250.53558,372.53845,1,215.49147,383.08072,0.95454067,244.61575,393.61526,1,203.52638,410.72516,0.90847653,248.21179,418.49213,1,227.77075,445.5471,1,238.57231,486.73233,1,285.4626,603.3527,1
"2638",258.36276,371.63794,1,221.25731,380.49265,1,249.54512,392.8003,1,206.02415,408.51355,0.885981,250.9508,419.97638,1,228.70828,446.3447,1,239.60796,486.51578,1,284.51514,602.7535,1
"2639",264.39456,370.0422,1,229.83977,377.17053,1,255.71706,391.8636,1,214.17822,404.22726,1,257.56104,420.03033,1,230.70398,442.49408,1,236.03857,484.933,1,271.6776,601.45233,1
"2640",264.39877,370.04282,1,229.85214,377.1609,1,255.70853,391.86105,1,214.19334,404.24515,1,257.56863,420.01016,1,230.74141,442.46295,1,236.05795,484.9087,1,271.67676,601.114,1
"2641",262.60654,369.9368,1,230.97717,379.10596,0.9846254,257.10956,391.96817,1,214.505,404.73755,1,260.48575,420.00534,1,230.00725,441.67877,1,231.01808,481.25262,1,253.86595,603.3415,1
"2642",258.3428,365.53848,1,230.40381,378.51038,1,256.95282,389.34955,1,213.27159,403.58206,1,258.2119,418.79492,1,227.31343,441.06653,1,228.31369,479.76083,1,241.93353,602.22955,1
"2643",258.3705,365.56125,1,230.42648,378.50696,1,256.98093,389.33835,1,213.27197,403.5722,1,258.1181,418.8127,1,227.27719,441.08395,1,228.31476,479.75623,1,241.92598,602.2032,1
"2644",259.26633,364.37094,1,229.2522,375.18,1,255.76598,389.3954,1,211.71971,401.8114,0.9877491,255.78542,419.47876,1,226.93433,441.4881,1,228.88564,480.0854,1,246.98311,601.7788,1
"2645",262.19403,359.41663,1,230.59613,372.91943,1,257.62003,384.00275,1,213.54503,400.00375,0.9842877,255.81543,418.01675,0.9363127,226.47415,440.10736,1,224.15173,479.62106,1,246.54323,600.8209,1
"2646",261.97192,359.45578,1,230.62506,372.93503,1,257.65363,383.98053,1,213.53214,399.98624,0.9843043,255.83557,418.02747,0.9374557,226.4694,440.1033,1,224.15164,479.60696,1,246.53278,600.8567,1
"2647",261.36295,353.6016,1,231.37244,370.98087,1,260.24628,382.64764,0.99347186,213.94899,397.35535,0.9869992,255.73126,417.01535,0.9429716,226.35995,438.28296,1,222.10358,478.07755,1,239.19214,600.5858,1
"2648",258.16043,353.52325,1,230.12015,371.58362,1,259.1043,383.85764,0.96941334,213.84242,397.44296,1,257.58786,417.3698,0.98840785,227.75243,436.69617,1,222.17406,476.4215,1,235.82077,599.5969,1
"2649",258.15414,353.50266,1,230.15393,371.5824,1,259.20923,383.8253,0.9676492,213.83638,397.43845,1,257.512,417.37207,0.98012996,227.78203,436.67603,1,222.19806,476.48343,1,235.83835,599.6275,1
"2650",253.17831,355.37714,1,227.81616,372.71716,1,257.23828,381.67554,1,212.40929,397.84866,1,256.1678,414.59808,0.9579202,227.67793,436.91092,1,225.63808,477.2492,1,248.73122,596.5111,1
"2651",248.46819,352.94794,1,223.26334,371.08386,1,253.94547,377.28906,1,208.891,396.37668,1,256.89938,409.57004,0.97272855,226.90321,436.30453,1,224.70616,476.81952,1,255.99095,592.80023,1
"2652",248.45973,352.96054,1,223.21979,371.03674,1,253.93784,377.23746,1,208.97824,396.4607,1,256.9037,409.5828,0.9720659,226.91339,436.31332,1,224.70605,476.80997,1,256.02524,592.9854,1
"2653",244.64243,353.84128,1,222.60019,371.9192,1,253.28867,375.63144,1,209.65393,396.57556,1,256.4906,407.8571,1,225.65536,434.18332,1,224.96733,476.49127,1,254.10791,594.4223,1
"2654",236.511,355.38943,1,218.93277,372.61047,1,251.56638,375.21643,1,209.15263,398.45566,1,256.34988,405.744,1,226.91599,435.56924,1,225.70732,477.79056,1,253.6534,594.45056,1
"2655",236.51765,355.37234,1,218.92822,372.606,1,251.56238,375.2072,1,209.16016,398.46738,1,256.36255,405.7409,1,226.92801,435.5562,1,225.7055,477.78772,1,253.6336,594.4783,1
"2656",234.58617,355.53558,0.9652777,217.32516,372.29834,1,250.04773,375.31674,1,208.05797,398.71115,0.9656212,255.38263,404.5023,1,227.62567,435.42834,1,226.5708,477.45993,1,253.71661,595.4822,1
"2657",236.67067,357.91473,0.97677577,215.29338,373.11487,1,247.96353,376.98526,1,206.78664,400.49512,0.9581123,254.4316,405.90564,1,227.38838,435.17017,1,226.07578,476.9259,1,254.67166,592.4404,1
"2658",236.62045,357.99365,0.9767404,215.29593,373.11154,1,247.96335,376.99698,1,206.77762,400.49408,0.9576856,254.44113,405.9025,1,227.38333,435.17203,1,226.06781,476.91858,1,255.7363,593.7397,1
"2659",237.51369,356.15533,0.98846006,213.68466,373.85062,1,247.94247,376.9239,1,206.42603,401.75693,0.9375474,255.38145,404.9926,1,227.51488,435.77536,1,226.36484,476.56107,1,255.47044,594.74207,1
"2660",236.98994,351.61166,1,213.45775,372.36133,1,246.9936,373.12564,1,206.49786,399.98883,0.9050789,255.26898,402.33005,1,228.50398,433.99493,1,227.06178,476.3661,1,257.68903,591.9838,1
"2661",236.97949,351.54285,1,213.44777,372.36072,1,246.95502,373.1035,1,206.49014,399.97552,0.9058973,255.28387,402.28476,1,228.48872,433.9755,1,227.07549,476.32156,1,257.68777,591.9616,1
"2662",238.80101,349.40347,0.9683494,214.09325,368.63165,1,246.07072,370.69424,1,206.84102,395.68484,0.8890369,254.70915,401.4433,1,228.18248,431.98447,0.98882586,225.44554,475.05426,1,256.35938,591.69507,1
"2663",246.55399,338.6778,1,220.24066,356.7885,1,250.98225,360.7198,1,209.78093,384.47464,1,257.16272,397.0366,0.91722286,229.05005,425.65765,1,224.01485,467.1928,1,244.44798,588.8807,1
"2664",246.5991,338.70255,1,220.22882,356.81274,1,250.9204,360.85715,1,209.74236,384.44913,1,257.15756,397.15097,0.91643393,228.96817,425.71024,1,223.98648,467.2057,1,244.40906,588.8977,1
"2665",247.1267,332.92834,1,222.09581,353.7181,1,252.13889,358.37683,1,211.41225,383.04724,1,258.7314,390.30878,1,231.12819,420.09567,1,223.54727,462.50522,1,239.96931,584.00464,1
"2666",248.79192,326.77643,0.97689015,222.21889,346.6474,1,251.90683,351.57153,1,212.38278,376.21118,1,257.19284,385.22247,1,230.3678,415.51746,1,223.19238,458.31598,1,243.73128,576.99536,1
"2667",248.79083,326.78723,0.9770582,222.21674,346.63507,1,251.92279,351.55176,1,212.41139,376.2018,1,257.2191,385.181,1,230.33858,415.50717,1,223.2094,458.33603,1,243.75601,576.9818,1
"2668",247.23232,315.49615,1,221.77509,333.19522,1,251.0111,340.80713,1,209.58658,361.8219,0.9532844,255.30836,370.9946,1,226.66008,404.21368,1,220.59264,448.79703,1,248.57567,570.42267,1
"2669",254.364,306.93225,1,225.0651,322.91705,1,254.16704,331.09567,1,213.024,351.7696,0.8912799,257.02582,363.3183,0.93996334,228.08806,392.77084,1,227.198,437.81543,1,240.38815,564.14557,1
"2670",254.36421,306.93536,1,225.03244,322.94586,1,254.16672,331.10532,1,212.9157,351.85745,0.89892393,257.056,363.221,0.9374555,228.42305,392.68735,1,227.21318,437.81805,1,240.45618,564.3038,1
"2671",261.1984,305.88818,1,227.71399,320.25986,1,255.52277,329.5034,1,214.85478,347.73294,0.8965573,258.05316,358.71902,0.9670646,230.91365,388.41107,1,231.37106,433.33084,1,247.71985,556.50793,1
"2672",264.3221,304.6398,1,230.04668,315.77225,1,257.90704,327.96716,1,215.27461,345.72006,0.9387811,258.7045,357.3204,1,232.64445,385.93747,1,234.41919,431.14905,1,253.05495,553.08704,1
"2673",264.32776,304.64117,1,230.07423,315.8275,1,257.92755,327.9862,1,215.31108,345.78278,0.9367419,258.72876,357.3047,1,232.67877,385.97455,1,234.40535,431.158,1,253.16539,552.93524,1
"2674",270.93643,304.17932,1,236.26465,311.0625,1,262.57928,322.84634,1,220.04535,340.07904,0.9411573,263.51715,355.69388,1,233.72635,382.70007,1,237.44342,426.37753,1,255.05423,550.43744,1
"2675",274.3838,300.5281,1,238.2943,308.60214,1,264.89954,320.0135,1,223.28122,336.05984,0.9246766,265.4185,353.66318,0.89105856,234.8914,380.35605,1,237.22438,423.71298,1,251.91158,549.2363,1
"2676",274.37445,300.51578,1,238.30188,308.60526,1,264.8837,319.98596,1,223.26663,336.0341,0.9242548,265.40567,353.6532,0.88924545,234.87746,380.51312,1,237.25343,423.68185,1,251.91376,549.2243,1
"2677",282.8956,294.90482,1,244.46895,299.897,1,269.70352,314.85965,1,228.09222,329.97464,0.91343,268.93002,349.0566,0.8931662,237.0168,376.5874,1,235.68777,418.75296,1,232.63216,543.0664,1
"2678",288.29623,293.39197,1,250.76495,296.63037,1,275.17352,312.18503,1,230.74684,324.34348,0.9453952,271.1041,345.3945,0.9758566,239.28687,369.309,1,232.36102,410.7943,1,230.05682,538.0555,1
"2679",288.2657,293.37674,1,250.76233,296.63458,1,275.16425,312.18457,1,230.74106,324.35806,0.94511145,271.10086,345.3964,0.9753243,239.2801,369.32938,1,232.36917,410.79388,1,230.01372,538.01105,1
"2680",289.45306,291.59045,1,252.84938,295.3917,1,277.4064,310.5898,1,231.88837,321.54233,0.95757264,272.25943,341.97037,1,238.76123,364.53937,1,231.73907,409.3581,1,230.11917,536.2829,1
"2681",293.2521,286.8027,1,253.48473,290.86807,1,279.84027,304.22717,1,232.5474,317.37997,1,272.89484,337.64206,0.9474514,238.18588,362.0944,1,230.35509,406.0123,1,224.7811,532.8641,1
"2682",293.2398,286.80435,1,253.47398,290.8817,1,279.86267,304.2387,1,232.57187,317.3754,1,272.88907,337.6482,0.94794303,238.17851,362.0321,1,230.35503,406.01404,1,224.78506,532.86835,1
